ID,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,ra,dec,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
167526485,20190415,,8895-01196-1,147-008111,06420334-6040130,,J064203.33-604012.9,5480074052870284160,29882574,,STAR,tmgaia2,100.51388753207,-60.6702796283928,tmgaia2,-0.0736367,0.0461903,4.23166,0.0400957,gaia2,1.69831,0.0210085,gaia2,270.381892719732,-24.5429722491467,133.230389684941,-82.5016578084382,10.6,0.067,10.113,0.005,,,,,,,,,,,9.455,0.022,9.347,0.027,9.261,0.02,AAA-222-111-000-0-0,,9.212,0.023,9.233,0.02,9.212,0.026,8.613,0.23,10.0779,0.000402,9.8195,0.006,rered,spect,6967.72,108.01,3.49351,0.0874104,0.0680567,0.0457655,3.66964,0.147889,1.53,0.261885,0.0309613,0.00698895,DWARF,28.5959988,1.47835553,579.022,7.0975,0.0901426,0.01035388,110,0.00510553038,,,0.001324471,0.0117351,0.00897266,schlegel,0.193343,0.330427,0.197202,0.0985769,0.00690966,0.00706824,0.0971269,0.0776939,0.985571,1.97114,7.012,7.183,bj2018,111.779,104.241,spect,10.2769,0.001404,9.77344,0.001504,1,,tycho2v3,tycho2b3,,0.829763722639644,0.621833270267022,100.513886884817,-60.6702614087454,0.0199883522624192,0.0208581323170652,1,0,570006545
