Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated
spoc-s01-s69-b0A-APC,SPOC,302333151,2315.01,PC,320.52413,-27.55439,320.524083251,-27.5544090413,11.004,0.018,2062.3731490074556,0.00036986158,1.440707017712051,1.7613972e-06,1.8086851558240968,0.048962984,4514.403992462804,164.745,"[28, 68]",v-shaped; also observed in S01,4.3,0.6,1,1.1648900508880615,0.0570854,9.9844910267577,1.320125,1826.337167931928,5941.2,5990.0,2629.328397797159,44.8252,False,3,4,3,3,4,4,4,2020-10-01 13:35:30.646887+00:00,2025-03-07 00:49:55.900000+00:00
spoc-s01-s36-b0A-CPKP,SPOC/QLP,144065872,105.01,KP,337.457199,-48.003087,337.457824261,-48.0030987783,9.48,0.02,2084.58501,0.00011,2.184666948720648,4.851188e-07,2.8652800157435805,0.009074817,11708.02285488866,34.928566,"[1, 28]",WASP-95; epoch kept from qlp-s28-tois,4.37759,0.0,1,1.2382400035858154,0.0596985,13.702852670324999,0.66197515,1549.4409801056534,5630.0,0.0,1362.1381428405964,349.33414,False,5,5,5,5,5,5,5,2018-09-05 18:49:20+00:00,2025-03-25 20:53:58.400000+00:00
spoc-s01-s69-b0A-PC,QLP,147203645,166.01,PC,323.195894,-44.017794,323.196085724,-44.0180363363,10.696,0.018,2065.316593308753,0.0005116646,5.0611314751549275,3.9168817e-06,1.5562414194691216,0.055441506,5276.034930159036,262.57532,"[1, 28, 68]",,4.45,0.36,1,1.0021699666976929,0.0537965,9.148430171144915,1.1914712,1002.9601067919774,5254.0,152.9,239.1418794607065,39.23764,False,3,4,3,3,4,4,4,2018-09-05 18:52:24+00:00,2024-05-01 19:09:31.752000+00:00
spoc-s01-s36-b0A-CPKP,SPOC/QLP,231670397,104.01,KP,319.949611,-58.148876,319.949696865,-58.148932843,9.848,0.018,3150.6086768,0.0006817,4.0872956,2.3e-06,5.586113047476104,0.050875474,3572.1712498597267,35.689426,"[1, 27, 67]",WASP-73 b,3.93359,0.0,1,2.218669891357422,0.102573,13.623773176460373,0.65182334,1755.0767383266264,6036.0,0.0,2242.36054008399,48.678577,False,5,5,5,5,5,5,5,2018-09-05 18:49:20+00:00,2023-10-16 16:28:02.764000+00:00
spoc-s01-s39-b0A-CP,QLP,271893367,150.01,CP,112.9656531,-73.6061527,112.965421004,-73.6060357814,10.902999999999999,0.006,2995.6456277614902,0.0014220501,5.857407537597273,3.0940705e-06,5.854802929345194,0.02472023,6489.730234578722,26.96511,"[9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 61, 62]",TOI 150 b,4.03,0.08,1,1.6798700094223022,0.0741256,13.889276153257445,0.61632216,1335.1143400762032,5982.9,108.8,750.9220273143225,157.52177,False,5,5,5,5,5,5,5,2018-09-05 18:34:59+00:00,2023-10-05 10:29:46.276000+00:00
spoc-s01-s69-b0A-PC,QLP,260985861,149.01,PC,76.635855,-80.76818100000001,76.635858,-80.768114,10.14,0.018000000000000002,1597.939862972544,0.0002238981,3.339943176422662,1.3291042e-06,4.2534704091359234,0.029700065,9074.078783235629,77.09109,"[11, 12, 13, 27, 28, 38, 39, 61, 62, 65, 66, 67, 68]",multiple stars in pixel; no stellar radius,NaN,NaN,1,NaN,NaN,NaN,NaN,1219.351911739378,5095.6,1212.6,522.4427099480755,117.076,False,3,4,3,3,4,4,4,2018-09-05 18:35:00+00:00,2024-02-23 12:26:28.993000+00:00
spoc-s01-s36-b0A-CPKP,QLP,183120439,169.01,CP,16.778347,-75.19887800000001,16.7786878953,-75.1989451671,11.788,0.006,2062.7180517152356,0.0012657759,2.2554459223652765,4.458845e-06,1.667860404811363,0.04603705,5283.710390069938,144.01193,"[13, 27, 28]",TOI 169 b,4.23,0.07,1,1.2966099977493286,0.0621181,11.053529284219369,0.5730389,1579.7828846784482,5817.0,126.7,1472.009521743884,34.75056,False,3,4,3,3,4,4,4,2018-09-05 18:52:24+00:00,2022-10-17 17:35:31.810000+00:00
spoc-s28-b02,SPOC,279327604,2489.01,PC,332.55326,-45.04964,332.55309179,-45.0496139855,11.167,0.018,2062.9453105019206,0.0015360286,1.4269510086260226,0.00017235531,1.3367863288415422,0.12652673,2881.710638715895,218.62526,[28],Potential odd-even,4.6,0.1,1,1.02349,0.0640201,8.828118781767618,12.0227165,1528.3477807125803,5421.0,5412.1,1289.4656111394258,14.413239,False,3,4,3,3,4,4,4,2021-02-19 00:11:34.227973+00:00,2021-02-17 18:41:38.540000+00:00
qlp-s32-ffi,SPOC/QLP,176984236,405.01,EB,101.909386,-66.328353,101.909492498,-66.3283168757,10.539,0.018,2199.3256407,0.0003474,1.7560902,1.1e-06,1.763,0.26,1650.0,1.08733,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32]",NEB on 176984248; TFOP FP retired as NEB,4.28,2.01,1,1.29,NaN,7.52118,NaN,0.0,6249.0,338.7,1923.34,84.0,False,5,5,5,5,5,5,5,2019-01-16 19:24:29+00:00,2021-12-07 15:34:09.725000+00:00
sector-01-qlp-alerts,QLP,382302241,151.01,EB,83.348955,-58.745231,83.3491214325,-58.745092569,10.976,0.018,1326.05013,0.002,1.59782,6e-05,1.49,0.296,1713.69,4.56,[1],Large with possible synchronization; SG1 confirms NEB,4.72,0.2,1,0.79,0.02,3.59995,0.207255,1548.0,5037.6,64.8,955.676,32.0,False,5,5,5,5,5,5,5,2018-09-05 18:34:59+00:00,2021-12-07 18:03:48.653000+00:00
spoc-s03-b01,SPOC,279740441,273.01,EB,51.504634,-64.548553,51.5044717969,-64.5481082812,11.461,0.06,1386.095086737483,0.001412562,0.7418594494026928,8.905399e-05,1.5026957805947205,0.1196039,2983.6257317300756,173.75093,[3],NEB on 279740439 (SG1),4.57,0.12,1,0.66174,0.0974527,6.023834730188056,7.4662147,1330.6211478921057,4304.6,64.0,740.8643338415213,16.765955,True,5,5,5,5,5,5,5,2018-11-30 22:06:25+00:00,2021-12-06 11:50:26.468000+00:00
qlp-s27-ffi,QLP,389525208,154.01,EB,313.261485,-38.59487,313.26145373,-38.5949230425,10.044,0.019,1329.36085,0.00093,6.74657,1e-05,1.803,0.19,2970.0,2.71583,"[1, 27]",TFOP FP,3.59,0.54,1,2.57,0.13,16.2785,0.919926,833.0,5910.7,162.8,80.0277,31.0,False,5,5,5,5,5,5,5,2018-09-05 18:52:24+00:00,2021-12-07 17:59:55.353000+00:00
spoc-s01-s69-b0A-PC,SPOC,325468685,2313.01,PC,354.81687,-78.74653,354.816867,-78.746529,11.449,0.037,2063.0022350475288,0.00039952243,1.890530411573166,2.9403375e-06,1.234783065108032,0.05173118,3550.5585146982,152.0354,"[28, 67, 68]",possible ~650 ppm secondary; variable host ,4.3,2.0,1,NaN,NaN,NaN,NaN,1474.0567377538557,5816.0,190.0,1115.7780219407703,26.999704,False,3,4,3,3,4,4,4,2020-10-01 13:35:30.547388+00:00,2024-04-24 18:27:14.959000+00:00
spoc-s68-b02,SPOC,29430403,6830.01,PC,313.62466,-29.52784,313.624861162,-29.5278907125,11.427,0.018,3154.7053716711303,0.0004410653,1.8778646929438658,5.3010608e-05,1.517889921829564,0.02228225,15157.021285734618,307.4542,[68],V-shaped,4.4,2.0,1,0.9276639819145203,0.0514397,13.2226171730281,0.76471776,1340.575756123885,5100.0,5214.9,763.2845047231885,64.83137,False,3,4,3,3,4,4,4,2023-12-07 19:19:39.711850+00:00,2023-12-07 14:14:47.465000+00:00
spoc-s01-s65-b0A-PC,SPOC,150437346,2220.01,PC,97.32063,-65.337799,97.3205006734,-65.3377809757,11.557,0.019,2363.0068276244306,0.00076224,1.392654942265594,5.8375235e-07,2.000526925757539,0.015040806,7098.453578560951,62.895287,"[27, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65]",consistent very small odd-even; possible synchronization in early Y1; V-shaped; large,4.39,2.0,1,1.2094899415969849,0.0652513,13.363581895612713,0.9378267,1792.5088850865627,5615.0,271.6,2439.8676564762322,194.9596,False,3,4,3,3,4,4,4,2020-09-18 19:18:08.839223+00:00,2024-02-21 14:31:12.932000+00:00
spoc-s01-s69-b0A-PC,FAINT,263075864,2614.01,PC,17.19473,-78.17305,17.1952905442,-78.1731203874,11.457,0.021,2037.5894007896209,0.00038522884,4.81032136139075,2.8793013e-06,3.1996588529431502,0.046966907,16651.539925004556,234.20128,"[27, 28, 68]",TIC 263075864 is a split - use light curve and stellar parameters from TIC 6121921461 for photometry; found in faint-star QLP search; SG1 should clear neighbor,4.3,2.0,1,NaN,NaN,NaN,NaN,1122.327173516327,5860.3,5952.3,374.97206462892507,87.529594,False,3,4,3,3,4,4,4,2021-04-12 21:05:06.550045+00:00,2024-09-06 12:47:09.852000+00:00
qlp-s68-ffi,QLP,300810086,385.01,EB,116.8141222,-69.0307002,116.813442112,-69.0303861241,9.057,0.006,3192.4729021,0.0003982,0.6680065,3e-07,0.835,0.098,550.0,426.543,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68]",TFOP FP; retired as EB,NaN,NaN,1,3.77,NaN,15.4569,NaN,2613.0,5159.0,122.0,7749.15,67.0,False,5,5,5,5,5,5,5,2018-10-01 16:12:38+00:00,2024-09-18 19:58:59.761000+00:00
qlp-s68-ffi,SPOC,267263253,135.01,CP,7.328937,-76.304075,7.3289156359,-76.304032044,9.213,0.019,3174.637067,0.000188,4.1269046,8e-07,4.405,0.016,10831.0,34.3442,"[1, 27, 28, 67, 68]",HD 2685b,4.23416,0.355654,1,1.59,0.06,17.0952,0.698036,1715.0,6888.0,204.0,1436.49,389.0,False,5,5,5,5,5,5,5,2018-09-05 18:51:57+00:00,2023-11-16 16:05:42.889000+00:00
qlp-s69-ffi,SPOC,38846515,106.01,KP,68.959732,-64.02704,68.9598158636,-64.0270390311,10.307,0.019,3201.6385826,0.000127,2.8493825,3e-07,3.567,0.053,8049.0,25.0232,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 67, 68, 69]",WASP-100 b,4.438,0.0,1,1.77,0.08,16.3869,0.734704,1864.0,6900.0,0.0,2005.83,425.0,False,5,5,5,5,5,5,5,2019-05-07 17:42:35+00:00,2023-11-16 16:01:36.282000+00:00
spoc-s01-s65-b0A-PC,SPOC,382188882,276.01,EB,81.352974,-55.019917,81.3530840351,-55.019924697,10.615,0.018,2328.5797945,0.0003574,4.800095274271009,1.3182994e-06,1.9968681352452622,0.020204738,5241.067747638096,48.727596,"[3, 4, 6, 7, 9, 10, 11, 13, 27, 28, 30, 31, 32, 33, 34, 36, 37, 38, 39, 63, 64, 65]",TFOP FP/SB1,4.16217,0.47536,1,1.5808299779891968,0.0739598,17.071810076895023,2.2168117,1449.5280891733419,6366.0,197.0,1043.3440510345345,161.17955,False,5,5,5,5,5,5,5,2018-11-30 22:06:26+00:00,2023-11-01 11:32:49.047000+00:00
spoc-s01-s36-b0A-CPKP,SPOC,410153553,136.01,PC,340.4921,-69.169,340.496203768,-69.1721081099,11.877,0.064,1325.7246605991268,0.00015644342,0.46293068728451314,3.872269e-06,0.6310153872601454,0.02220172,4677.673602347287,171.68126,"[1, 27, 28]",LHS 3844 b,5.09707,0.426694,1,0.18862399458885193,0.00571031,1.5171972518975887,0.061799914,723.3720466915099,3043.0,63.0,64.70947716635656,38.885654,False,5,5,5,5,5,5,5,2018-09-05 18:51:57+00:00,2020-10-27 13:01:47.547000+00:00
spoc-s01-s69-b0A-KP,SPOC,25155310,114.01,KP,63.37389,-69.226789,63.3747060492,-69.226592641,10.555,0.018,1327.5199581914756,6.0571994e-05,3.28878982693448,3.418338e-07,3.43677173022605,0.009987716,7005.724790185877,13.795558,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 61, 63, 64, 65, 66, 67, 68, 69]",WASP-126 b,4.28004,0.0,1,1.2417500019073486,0.0610804,10.513587732178292,0.51853716,1338.839264736445,5800.0,0.0,759.3373533194658,557.429,False,5,5,5,5,5,5,5,2019-05-07 17:42:34+00:00,2024-09-09 12:04:25.510000+00:00
sector-01-spoc-alerts,SPOC/QLP,336732616,103.01,KP,312.457438,-24.428796,312.457487897,-24.4286938086,11.464,0.018,1327.25256,0.000586,3.547854,0.000149,3.494333,0.049205,10424.3718,123.359314,[1],HATS-3 b,4.22896,0.0,1,1.4,0.0,14.581841,0.196435,1504.858953,6351.0,0.0,1212.004376,59.5,False,5,5,5,5,5,5,5,2018-09-05 18:49:20+00:00,2024-09-06 19:22:32.929000+00:00
spoc-s01-s36-b0A-CPKP,SPOC,25375553,143.01,KP,328.767654,-22.612566,328.7677385,-22.6125998327,9.772,0.019,3155.870809706708,0.00033902162,2.310968898356924,1.0088291e-06,3.4303820702944323,0.018429179,6829.4236495137775,34.351486,"[1, 28, 68]",WASP-111 b,3.94807,0.439603,1,1.954110026359558,0.0941057,17.304280003932604,0.83617586,2068.1977489770034,6371.0,197.0,4324.035453591062,189.12912,False,5,5,5,5,5,5,5,2018-09-05 18:51:57+00:00,2023-11-15 14:55:53.429000+00:00
spoc-s01-s69-b0A-CP,SPOC,89020549,132.01,CP,338.39942,-43.436628,338.399662309,-43.4368719694,10.803,0.018,1326.904918077872,0.00072425185,2.1096804606002526,3.959725e-06,2.134404262210766,0.18656987,1309.7297125834841,50.87656,"[1, 28, 68]",TOI-132 b / TOI-132.01,4.55383,0.4189,1,0.940805971622467,0.0527538,3.639672521841595,0.5658798,1284.923457975856,5673.0,188.0,644.2138135898209,23.500671,False,5,5,5,5,5,5,5,2018-09-05 18:51:57+00:00,2025-06-04 20:25:14.500000+00:00
qlp-s28-tois,QLP,265612438,145.01,PC,333.174746,-55.978763,333.174715921,-55.978803097,11.635,0.019,2060.6424,0.00377,5.13002,3e-05,4.78,0.69,3376.0,2.01525,"[1, 27, 28]",Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.,4.4,2.0,1,1.58,0.08,8.86428,0.524885,1501.0,5430.7,64.5,842.866,22.0,False,3,4,3,3,4,4,4,2018-09-05 18:52:24+00:00,2021-12-07 17:54:28.849000+00:00
spoc-s01-s69-b0A-KP,SPOC,238176110,116.01,KP,357.84526,-70.152863,357.846434,-70.1528620717,10.991,0.019,1326.6889155916338,7.415168e-05,2.798580184165522,3.3451747e-07,2.3801043440506913,0.012993329,16708.715195735833,55.063156,"[1, 27, 28, 67, 68]",WASP-91 b,4.49371,0.0,1,0.9066550135612488,0.0553769,11.951499291527867,0.7325688,1089.1458169189743,4920.0,0.0,332.55624902312576,380.53317,False,5,5,5,5,5,5,5,2018-09-05 18:49:20+00:00,2024-09-09 12:03:44.483000+00:00
spoc-s01-s69-b0A-PC,QLP,234519192,196.01,PC,14.551711,-64.761619,14.5516885748,-64.7615408473,8.05,0.018,1354.3037312157423,0.00031383787,1.163037175570977,3.1162267e-06,1.4568603304113472,0.10428787,409.60065875773506,16.455883,"[2, 28, 29, 68, 69]",V-shaped; Fast rotator,3.32048,0.371256,1,4.059569835662842,0.175,8.423732805410893,2.3373525,3797.351280059858,6495.0,198.0,49141.01224248632,28.698704,False,3,4,3,3,4,4,4,2018-11-03 00:53:39+00:00,2024-05-01 19:08:37.383000+00:00
spoc-s01-s36-b0A,SPOC/QLP,51912829,180.01,EB,14.2984,-67.496272,14.2986394077,-67.4961892581,9.481,0.02,1325.8963923337667,9.1541515e-05,0.8353898560749352,3.170416e-05,1.0385174695471606,0.03870001,2265.3656618563514,28.229282,"[1, 2, 28, 29, 68]",TFOP APC; retired as BEB; clear secondary,3.77654,0.33082,1,2.070120096206665,0.0942464,10.05082533378462,0.81025904,2917.1103577353547,6082.0,193.0,17113.247799029745,63.1018,False,5,5,5,5,5,5,5,2018-11-03 00:36:48+00:00,2023-11-02 19:41:47.627000+00:00
spoc-s01-s69-b0A-PC,SPOC,24695044,2195.01,PC,34.84028,-72.70865,34.8400967142,-72.7088938253,10.925,0.021,2039.4610035285323,0.00018758271,4.164513971104363,1.3738138e-06,2.0579196834914826,0.025283603,7675.770500535645,63.928463,"[27, 28, 29, 67, 68, 69]",,0.0,0.0,1,0.933443009853363,0.0508141,8.959826536892948,0.49458218,1018.7487635796298,5101.7,5154.0,254.55954167583758,128.19563,False,3,4,3,3,4,4,4,2020-09-18 16:26:01.856651+00:00,2024-12-05 18:11:26.466000+00:00
spoc-s28-b02,SPOC,25139786,2311.01,PC,326.27267,-20.03252,326.272746521,-20.0325136405,11.995,0.018,2062.770200714341,0.0013434491,1.593377164453748,0.00017585968,1.7732569262921913,0.086427,7842.022144106918,402.01895,[28],Possible secondary consistent with planetary origin; possibly EB; also observed in S01,4.5,2.0,1,0.885125,0.0,9.012541959621867,0.3485221,1350.266481250614,5289.4,5240.2,785.5954320778524,15.2446,False,3,4,3,3,4,4,4,2020-10-01 13:35:30.452119+00:00,2020-09-30 22:05:15.404000+00:00
qlp-s28-ffi,QLP,439366538,2374.01,PC,319.49828,-22.04969,319.498240669,-22.0498228305,11.15,0.018,1326.555387,0.0,4.31362,1e-05,1.709,0.189,9490.0,7.69056,[28],,0.1,NaN,1,0.8,0.05,8.01917,0.587255,755.0,4929.5,5084.0,54.2011,21.0,False,3,3,3,3,3,3,3,2020-10-28 23:31:58.610960+00:00,2020-10-23 17:42:55.128000+00:00
spoc-s01-s39-b0A-PC,CTOI,299780329,1869.01,PC,37.53,-79.75645,37.5303276422,-79.7565597236,10.917,0.019,2362.7427825359896,0.0013697798,1.6024387471225081,7.543205e-06,1.0090013766273418,0.18253656,1372.601690465986,81.64774,"[1, 13, 28, 39]",v-shaped; low SNR; CTOI from Adina Feinstein; possible centroid offset towards TIC 299780329,4.2,0.1,1,1.3929400444030762,0.0587311,5.564091609502962,1.3158159,1858.5229504324082,5435.9,5567.0,2819.633849273234,17.802126,False,3,4,3,3,4,4,4,2020-05-29 16:35:30.665204+00:00,2022-03-21 19:10:50.437000+00:00
spoc-s28-b0A,SPOC/QLP,183979262,183.01,EB,21.649233,-72.749038,21.6502946968,-72.748874411,8.273,0.019,2063.727305934885,0.00022652207,3.4307564847103103,6.386977e-05,3.1443387557244398,0.0143825235,9664.2985633534,56.35966,"[1, 2, 27, 28]",TFOP FP; retired as EB,3.61332,0.359293,1,2.72192,0.124462,29.77491241238887,1.3656207,2139.9713715603325,6270.0,196.0,4956.2460141415895,160.65495,False,5,5,5,5,5,5,5,2018-11-03 00:53:39+00:00,2021-12-06 11:14:52.738000+00:00
spoc-s01-s69-b0A-KP,SPOC,355703913,111.01,KP,0.774485,-62.469342,0.774486595431,-62.469316705,13.129,0.018,1326.105486003959,0.0003960174,2.1061568796345247,2.614607e-06,1.468893449872306,0.05627796,12142.223851430579,514.4283,"[1, 2, 28, 68]",HATS-34 b,4.4337,0.0,1,0.9406970143318176,0.0,13.086872039102769,2.512208,1308.0417533462207,5380.0,0.0,691.8428072605032,38.7845,False,5,5,5,5,5,5,5,2018-10-22 18:35:39+00:00,2024-03-14 19:07:55.844000+00:00
spoc-s28-b02,SPOC,61980227,2316.01,PC,335.53687,-30.76388,335.53692036,-30.763926667,11.996,0.018,2064.59429247057,0.0011917405,3.0958984634699727,0.00029128641,1.8584683921787242,0.10172151,10354.991695207746,492.3127,[28],possible synchronization; slight odd-even; large; also observed in S01,4.3,2.0,1,1.25844,0.0616131,19.24439524728323,15.441661,1515.4094869510564,6764.0,6750.8,1246.352843110126,21.442627,False,3,4,3,3,4,4,4,2020-10-01 13:35:30.693428+00:00,2020-09-30 23:04:28.328000+00:00
spoc-s01-s65-b0A-PC,QLP,309257814,171.01,PC,124.269511,-63.213478,124.269428035,-63.2134025195,11.541,0.019,1570.4081326449386,0.00017813277,1.2386010346057281,1.3787512e-06,1.9048913439245037,0.03809019,12167.530917843224,254.57571,"[1, 8, 9, 10, 11, 28, 31, 35, 36, 37, 38, 61, 62, 63, 64]",,4.2427,0.42297,1,1.1072299480438232,0.0651181,12.189756248918759,0.7835738,1639.963909022825,5237.0,183.0,1709.4569331470716,64.7628,False,3,4,3,3,4,4,4,2019-06-11 20:03:40+00:00,2025-01-14 13:41:52.761000+00:00
qlp-s68-ffi,SPOC,403135192,2226.01,PC,333.55907,-59.56835,333.559598337,-59.5683246383,9.663,0.018,3179.543072,0.0003031,0.9017685,3e-07,0.635,0.082,958.0,53.675,"[1, 27, 28, 67, 68]",could be L1 given Rp uncertainty,3.9,0.1,1,1.36,0.06,4.77441,0.251646,1280.0,5828.0,5824.8,446.986,41.0,False,3,4,3,3,4,4,4,2020-09-18 19:18:09.282469+00:00,2023-10-16 17:22:27.471000+00:00
sector-01-qlp-alerts,QLP,403136413,158.01,EB,333.578639,-55.379022,333.578717719,-55.378980765,11.18,0.018,1326.37811,0.00219,2.51266,0.00045,2.411,0.173,2790.01,2.71,[1],retired as NPC,4.08,0.16,1,2.3,0.1,13.3617,0.731867,1478.0,5988.0,137.8,793.471,22.0,False,5,5,5,5,5,5,5,2018-09-05 18:52:24+00:00,2021-12-07 17:55:55.836000+00:00
spoc-s01-s65-b0A-PC,QLP,220435095,147.01,EB,73.64143359999998,-57.5135486,73.6414736478,-57.5134528155,11.9,0.006,3185.3655598788664,0.0012453676,3.423100173138991,1.374783e-06,2.4377582605965933,0.026315102,8643.101645495664,89.250626,"[13, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 62, 63, 64, 65, 67, 68, 69]",transit is V-shaped; the minimum planet radius is large (26 Re); the light curve shows a slightly eccentric secondary eclipse; TFOP FP/EB,3.6,0.08,1,2.612610101699829,0.158683,35.408405687234385,4.8527308,1900.9587947636187,5620.9,134.5,3086.1129324726294,147.44981,False,5,5,5,5,5,5,5,2018-09-05 18:35:00+00:00,2023-11-27 09:55:16.548000+00:00
qlp-s28-tois,QLP,139285832,332.01,PC,348.0587335,-44.876324200000006,348.058951645,-44.8764852133,11.527000000000001,0.006,2062.4468858943237,0.0019729566,0.77685,3e-05,1.43,0.442,830.0,7.51073,"[1, 2, 28]",,4.42,0.09,1,0.96,0.06,3.28324,0.350139,2240.0,5190.0,133.3,4180.32,15.0,False,1,4,1,1,4,4,4,2018-12-20 19:43:30+00:00,2020-11-20 17:13:13.575000+00:00
qlp-s01s02,QLP,139285736,377.01,EB,348.039807,-45.017154,348.039774116,-45.0170931951,11.896,0.018,1326.05107,0.0011,1.55028,5e-05,1.571,0.085,23529.8,2256.7,[2],possible centroid offset; TFOP FP; retired as NPC,NaN,NaN,1,0.87,0.03,14.723,4.58264,1806.0,5039.5,80.5,1769.75,49.0,False,5,5,5,5,5,5,5,2018-12-20 19:43:30+00:00,2021-12-06 18:24:08.937000+00:00
qlp-s39-tois,QLP,394657039,159.01,PC,51.7820157,-78.54983929999999,51.7822676203,-78.549830841,10.513,0.006,2382.232709,0.0004284,3.7628372,3.2e-06,3.956,0.019,11360.0,0.18932,"[1, 2, 12, 13, 28, 32, 39]",low amplitude pulsations ~ 1 day potentially phased with planet period,4.22,0.09,1,1.5874600410461426,0.0717136,17.33058673664518,0.7854587,1660.7594667125582,6979.2,136.5,1797.8272073952842,297.0,False,3,4,3,3,4,4,4,2018-09-05 18:52:24+00:00,2022-10-17 18:09:51.372000+00:00
spoc-s01-s69-b0A-PC,QLP,309254930,862.01,PC,124.30016640000001,-65.6571663,124.300024294,-65.657079769,8.99,0.006999999999999999,2062.5484584491846,0.00010744694,3.3102158563415047,7.48296e-07,2.7252649068091253,0.01121042,5092.4594142763035,29.91108,"[28, 31, 32, 35, 36, 37, 38, 61, 62, 63, 64, 65, 68, 69]",variable host; visual binary separated by ~ 1 arc sec; no stellar radius; Gaia DR2 Rstar~2.7 and Rp/Rstar~0.07 consistent with possible inflated hot Jupiter,NaN,NaN,1,NaN,NaN,NaN,NaN,1222.9911602528423,NaN,NaN,528.7060421716553,173.12677,False,3,4,3,3,4,4,4,2019-07-12 15:24:44+00:00,2025-06-03 22:48:59.200000+00:00
qlp-s38-tois,SPOC,348995212,2218.01,PC,107.15583,-64.23291,107.155704206,-64.23280056,11.471,0.018,3014.455131211178,0.00031720666,0.3456911,1e-07,0.648,0.025,2800.0,270.321,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 61, 62, 63]",V-shaped; small a/Rs; possibly EB,4.3,2.0,1,1.05,0.05,10.1929,1.9547,3243.0,6282.0,6442.8,18378.3,156.0,False,3,4,3,3,4,4,4,2020-09-18 19:18:08.726562+00:00,2023-08-10 17:04:01.737000+00:00
spoc-s01-s69-b0A-CP,QLP,179317684,163.01,CP,79.76815429999999,-71.8955974,79.7682532087,-71.8955268559,10.872,0.006,1544.6702926832243,9.975855e-05,4.231117262158904,6.345285e-07,4.353163543206072,0.013488421,7261.275936057945,19.817411,"[9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 68, 69]",TOI-163 b,4.14,0.09,1,1.6640199422836304,0.0781055,14.626071109606942,0.68786657,1584.351852600965,6671.0,130.6,1489.1126253479047,371.85303,False,5,5,5,5,5,5,5,2018-09-05 18:34:59+00:00,2024-02-14 15:12:34.570000+00:00
spoc-s01-s69-b0A-PC,SPOC,405428714,6718.01,PC,357.36681,-78.93293,357.366601221,-78.9329679125,11.469,0.018,3126.814380968696,0.0018674119,2.953214487779764,0.00018327261,3.9795532167114134,0.13236815,3110.689079163403,120.34025,"[67, 68]",variable host,4.3,2.0,1,1.6805599927902222,0.0793718,10.239638306665647,0.5802691,1674.1745751719277,5483.2,5499.6,1856.6240450337561,18.666235,False,3,4,3,3,4,4,4,2023-10-05 22:10:43.162463+00:00,2024-12-05 15:56:39.318000+00:00
spoc-s01-s36-b0A-PC,SPOC,237885040,2387.01,PC,20.41044,-64.87565,20.410382147,-64.8757095286,11.804,0.018,2063.2294468600903,0.000872869,5.66010975408214,0.00018089138,1.537747347469341,0.057667762,8427.67788781973,280.7395,"[28, 29]",v-shaped; secondary,4.4,2.0,1,1.1873699426651,0.071417,12.381648432845163,0.8086145,1111.8221321327344,5859.8,6031.1,361.1289136696731,25.583002,False,3,4,3,3,4,4,4,2020-11-06 18:59:46.360686+00:00,2021-10-05 16:47:25.543000+00:00
