Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated
qlp-s48-tois,QLP,368435330,1797.02,PC,162.7771403,25.6411649,162.776696894,25.6410649874,8.626,0.006,2635.9262832,0.0030015,1.0376109,8.2e-06,1.588,0.273,210.0,0.706273,"[22, 48]",potential multi-planet system,4.43,0.08,2,1.05,0.05,1.53671,0.120057,1926.0,5922.0,120.4,2287.71,11.0,False,2,4,1,1,4,4,4,2022-03-24 21:38:37.421488+00:00,2022-07-08 13:23:02.493000+00:00
qlp-s48-tois,SPOC,166053959,5383.01,PC,212.721038296262,62.5222074214399,212.720875041,62.5221961346,7.90653,0.0062,2635.6459605,0.0058674,2.8114961,3.18e-05,3.35,0.509,90.0,0.282011,"[15, 16, 21, 23, 41, 48]",potential L1 planet; possible odd-even likely due to detrending; transits stronger in s48 than in previous sectors,4.26201,0.0845762,1,1.47,0.06,1.39962,0.105234,1943.0,6768.0,125.338,2368.07,10.0,False,2,4,1,1,4,4,4,2022-03-24 21:34:46.531768+00:00,2022-07-07 16:31:19.252000+00:00
qlp-s48-tois,SPOC,407591297,5388.01,PC,152.175498079175,35.546983924296,152.176516927,35.5475570884,10.5737,0.00730771,2630.8957482,0.0015028,2.594675,9.2e-06,0.313,0.218,1070.0,260.812,"[21, 48]",low SNR; potential L1 planet; also a CTOI from Alton Spencer,4.91164,0.00411282,1,0.31,0.01,1.89426,0.558897,375.0,3495.0,157.0,3.30231,10.0,False,2,4,2,2,4,4,4,2022-03-24 21:34:48.587567+00:00,2022-06-29 15:36:38.395000+00:00
spoc-s48-b02,SPOC/QLP,165297570,5384.01,KP,157.0625527,25.5731891,157.062619973,25.5731365841,9.602,0.006,2610.3904647629342,0.0002237973,2.9895092,5.15e-05,3.350388266191999,0.016779294,12117.778875442491,51.155663,[48],KELT-4 A b,4.12,0.08,1,1.6139600276947021,0.0645854,18.818221844906887,0.7559893,1694.8109408531004,6317.0,109.1,1949.871706132207,247.27235,False,5,5,5,5,5,5,5,2022-03-24 21:34:47.033758+00:00,2022-03-24 15:56:59.032000+00:00
qlp-s48-ffi,SPOC/QLP,8260536,5398.01,CP,161.8795498,36.3294054,161.879556895,36.3294344793,9.581,0.006,2616.4920552,0.0004521,10.590923,0.0006842,4.105,0.076,10290.0,0.549075,[48],TOI-5398 b/.01,4.44,0.07,1,1.05,0.04,11.1189,0.439777,919.0,6017.1,99.5,118.413,81.0,False,5,5,5,5,5,5,5,2022-03-24 21:38:40.149382+00:00,2024-10-03 19:59:20.012000+00:00
qlp-s48-tois,SPOC/QLP,8260536,5398.02,CP,161.8795498,36.3294054,161.879556895,36.3294344793,9.581,0.006,2628.618083,0.0019911,4.7728997,0.0009118,2.906,0.316,920.0,1.00431,[48],TOI-5398 c/.02,4.44,0.07,2,1.05,0.04,3.30213,0.172879,1222.0,6017.1,99.5,370.603,16.0,False,5,5,5,5,5,5,5,2022-03-24 21:38:39.940883+00:00,2024-10-03 19:59:11.059000+00:00
qlp-s74-ffi,QLP,298070500,5395.01,PC,197.0590148,81.4457805,197.058443654,81.4457873999,9.74,0.006,3346.7991178,0.0050431,6.5811814,3.68e-05,2.982,0.402,267.0,17.3215,"[14, 20, 21, 26, 40, 41, 47, 48, 53, 73, 74]",variable host,4.39,0.08,1,1.17,0.05,1.80641,0.114017,1104.0,6269.0,129.2,247.2,12.0,False,2,4,1,1,4,4,4,2022-03-24 21:38:38.669896+00:00,2024-04-01 18:05:26.984000+00:00
qlp-s53-ffi,QLP,313425396,5393.01,PC,198.1377662,77.839091,198.137149275,77.8390379393,8.597,0.006,2591.9753692,0.0119385,30.0017176,0.0011945,6.737,0.895,210.0,0.510582,"[14, 20, 21, 26, 40, 41, 47, 48, 53]",low SNR; potential L1 candidate; possible systematic feature,4.32,0.08,1,1.25,0.05,1.82693,0.126593,765.0,6194.0,123.5,57.0124,9.0,False,2,4,2,2,4,4,4,2022-03-24 21:38:37.806087+00:00,2022-09-02 14:50:26.144000+00:00
spoc-s48-b02,SPOC,8853478,5390.01,PC,142.444402492154,30.063003499644,142.444303672,30.0629078548,10.9762,0.0065,2617.2896871461144,0.0023238303,15.0619708266323,0.0032604116,3.291410683627211,0.33856595,2775.3494580027495,269.0077,[48],period could be half (7.53 d); faint star 2.5 arcsec away,4.51596,0.0882093,1,0.8906069993972778,0.0558995,4.687483026030372,1.1254267,661.4248634931648,5441.34,142.395,45.231716299326436,9.694882,False,3,4,3,3,4,4,4,2022-03-24 21:34:49.420048+00:00,2022-03-24 16:54:08.112000+00:00
qlp-s49-tois,SPOC,166086403,5387.01,PC,214.446564704137,62.7579179678745,214.445420327,62.7583860079,8.19888,0.0062,2660.8510726,0.0058395,2.8037514,5.34e-05,2.771,0.591,70.0,0.500761,"[15, 16, 21, 22, 23, 41, 48, 49]",some systematics in difference image,4.31266,0.081399,1,1.52,0.05,1.27317,0.125447,1980.0,7531.0,126.157,2552.75,8.0,False,2,4,2,2,4,4,4,2022-03-24 21:34:48.202229+00:00,2022-08-19 11:50:38.417000+00:00
spoc-s48-b02,SPOC,85266608,5385.01,PC,160.630758131032,28.1986218502721,160.630713273,28.1986255185,10.8583,0.0076,2608.2357851496868,0.0024902683,5.166554852762362,0.00073721877,5.976452368055662,0.13450961,4175.90932993757,121.63699,[48],nearby neighbor TIC 85266607 (Tmag~16.465),3.88506,0.0864414,1,2.079200029373169,0.103347,14.31944190496537,0.7824828,1589.3956027066831,6238.0,124.118,1508.1655987456943,25.407656,False,3,4,3,3,4,4,4,2022-03-24 21:34:47.499709+00:00,2022-03-24 16:35:42.776000+00:00
spoc,SPOC,39143128,5389.01,PC,168.801854235709,39.3591220179495,168.801669853,39.3589202128,14.8017,0.007547,2609.445409934329,0.0051255147,10.401400818533732,0.0032728175,2.3998127646195293,0.23589861,43141.347904184506,3020.8716,[48],,4.80713,0.00667916,1,0.42142799496650696,0.0141762,8.811155665999632,0.6774045,382.79380646185996,3526.0,157.0,5.074352243818637,15.203625,False,3,4,3,3,4,4,4,2022-03-24 21:34:49.064274+00:00,2022-03-24 16:54:53.349000+00:00
spoc-s14-s50-b0H,SPOC,18016577,5745.01,PC,171.574283033783,38.2208832884889,171.573332326,38.2209595941,9.8127,0.006,2630.3055905282076,0.004102132,NaN,NaN,4.587367903874812,0.67796683,863.2979920307558,101.562775,"[22, 48]",single transit at ~2630 TBJD,4.61197,0.0805973,1,0.7591019868850708,0.0408291,2.21639590891541,1.408132,161.13726903532725,5097.94,110.091,0.15933273001023526,8.775896,False,2,4,2,2,4,4,4,2022-09-01 23:33:03.370756+00:00,2022-09-01 19:30:03.986000+00:00
spoc-s14-s50-b0H,SPOC,148673433,5704.01,PC,169.824581085759,44.9891456146553,169.824869394,44.9890782499,10.6147,0.0061,1901.7878895252243,0.0011096762,3.7711066303438003,1.1932759e-05,2.3375061149658998,0.16431303,1647.6730313584571,107.819115,"[22, 48]",possible L1 planet; weak odd-even; two stars in pixel,4.5426,0.0950234,1,0.7575209736824036,0.059314,3.340964129710767,0.44461805,852.9098251521388,4590.0,126.013,125.0643329371598,11.196726,False,2,4,1,1,4,4,4,2022-08-18 20:03:38.934946+00:00,2022-08-18 16:02:55.311000+00:00
qlp-s45-faintsearch,FAINT,83275782,5467.01,PC,94.3937082,28.4453105,94.3937118615,28.4452510827,11.842,0.006,2545.3531549,0.0015017,2.6570006,0.0001021,2.125,0.109,4050.0,1.40049,"[43, 44, 45]",found in faint-star QLP search,4.11,0.09,1,1.63,0.09,10.4864,0.646518,1427.0,6328.7,108.0,688.584,31.0,False,3,4,3,3,4,4,4,2022-04-20 18:23:00.222565+00:00,2024-08-22 15:41:09.420339+00:00
spoc-s48-b02,SPOC,85293053,1772.02,PC,156.8379097,34.3910319,156.837704007,34.3909497491,9.352,0.006,2618.7076427711277,0.004261573,NaN,NaN,5.34897486317528,0.18679307,2162.8449312674843,113.41642,[48],single transit; exterior to .01,4.44,0.08,2,0.9952539801597595,0.04551,4.7263644029492085,0.39756808,811.6771904502925,5583.1,110.4,102.57803338140896,23.54239,False,3,4,3,3,4,4,4,2022-03-24 21:34:14.706546+00:00,2022-03-24 17:29:49.505000+00:00
qlp-s45-faintsearch,FAINT,386197662,5412.01,PC,104.1346831,13.4292203,104.134698847,13.4291934671,10.801,0.006,3234.1608402241454,0.00094795343,0.3828485,7e-07,0.493,0.101,960.0,752.24,"[6, 33, 44, 45, 71, 72]",found in faint-star QLP search; short period,4.1,0.09,1,1.68,0.09,13.7767,5.13043,3056.0,6419.6,143.5,14493.6,28.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:35.914174+00:00,2024-11-15 17:14:37.491000+00:00
qlp-s48-faintsearch,FAINT,171646471,5464.01,PC,158.7755477,19.1182847,158.775309692,19.118379263,14.967,0.008,2635.5598038,0.0017861,1.1606902,2.91e-05,1.232,0.145,32450.0,60.8533,"[45, 48]",found in faint-star QLP search,4.71,0.01,1,0.53,0.02,9.92228,0.560298,884.0,3572.0,157.0,101.767,20.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:58.913366+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,118963720,5461.01,PC,88.7881203,18.3357412,88.788120867,18.3356968637,11.852,0.006,2535.9919144,0.0027969,7.4603194,0.0006934,2.516,0.4,3070.0,5.22228,"[43, 44, 45]",found in faint-star QLP search,3.88,0.09,1,2.01,0.14,11.8373,0.971801,911.0,6034.1,121.4,114.587,10.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:57.610054+00:00,2024-08-22 15:41:09.420339+00:00
spoc-s01-s72-b0A-PC,FAINT,367434266,5458.01,PC,104.9268718,30.5426707,104.926874641,30.5423895451,10.627,0.006,2940.7813770310804,0.0019390322,22.063296850040864,0.00015764037,2.232931900660296,0.16163383,4597.497671975915,311.02267,"[20, 44, 45, 60, 71, 72]",found in faint-star QLP search; two stars in pixel (TIC 741065954 w/ Tmag 16.37 is 3.5'' away),4.44,0.08,1,1.0093499422073364,0.0546482,10.172947282524834,8.748446,647.534133800853,5762.0,128.1,41.550061210896914,30.113792,False,3,4,3,3,4,4,4,2022-04-20 18:22:56.376720+00:00,2024-11-15 17:34:30.849000+00:00
qlp-s45-faintsearch,FAINT,75171363,5455.01,PC,84.8520917,28.6269559,84.8521138912,28.6269103578,13.346,0.014,2545.639101,0.0052376,4.267781,0.0007133,4.58,0.371,5120.0,6.81242,"[43, 44, 45]",found in faint-star QLP search,4.02,NaN,1,1.67,NaN,12.0047,NaN,1542.0,5903.0,122.0,939.48,15.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:55.009660+00:00,2024-08-22 15:41:09.420339+00:00
spoc-s01-s72-b0A-PC,FAINT,101569583,5452.01,PC,107.907232,28.9239697,107.907235822,28.9239411334,12.617,0.007,3234.6661887843347,0.0016980529,0.990791447449521,5.469181e-05,1.590895726037064,0.11159067,4860.10489974957,439.7641,"[44, 45, 71, 72]",found in faint-star QLP search; synchronized with underlying variability,4.0,0.12,1,1.8263499736785889,0.219734,16.132751460553145,5.121981,2594.3953830040737,6273.8,102.1,10706.9470002251,16.193258,False,3,4,3,3,4,4,4,2022-04-20 18:22:53.849414+00:00,2024-11-12 14:47:17.302000+00:00
qlp-s45-faintsearch,FAINT,115628210,5409.01,PC,83.9830124,31.7682956,83.9830084845,31.7682787171,13.071,0.013,2550.0472808,0.0016415,0.594385,3.9e-06,0.573,0.159,2280.0,37.0393,"[19, 43, 44, 45]",found in faint-star QLP search,4.27,NaN,1,1.3,NaN,7.44558,NaN,1542.0,6078.0,122.0,939.24,12.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:34.174263+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,372424377,5407.01,PC,101.3452565,17.3105764,101.345243105,17.3105565021,12.816,0.007,2549.018978,0.0031035,5.4683192,0.0006124,3.251,0.222,10640.0,6.73365,"[44, 45]",found in faint-star QLP search,4.31,0.09,1,1.36,0.07,13.9823,0.814277,1264.0,6606.6,131.3,425.087,25.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:33.363655+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,172353721,5405.01,PC,98.6937362,32.8083253,98.6937333075,32.80826836,13.424,0.016,2538.8345404,0.0034454,9.0711977,0.0001124,4.183,0.364,10360.0,14.1808,"[20, 43, 44, 45]",found in faint-star QLP search,4.38,NaN,1,1.06,NaN,10.7594,NaN,956.0,5649.0,123.0,139.161,14.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:32.378070+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,56798909,5404.01,PC,101.3608822,22.2906515,101.360835991,22.2903642383,13.248,0.013,2546.1309375,0.0060536,2.177475,0.0005882,2.454,0.692,4450.0,28.0819,"[44, 45]",found in faint-star QLP search,4.67,0.01,1,0.57,0.02,4.05014,0.355838,1143.0,4027.0,159.0,284.168,13.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:32.025662+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,119130170,5449.01,PC,89.061892,21.3320431,89.061905118,21.3320324601,13.46,0.023,3234.3632669558697,0.004117971,2.5444539,0.0002997,3.709,0.383,5440.0,10.0426,"[43, 44, 45, 71, 72]",found in faint-star QLP search,4.01,NaN,1,1.77,NaN,12.5904,NaN,1893.0,6171.0,123.0,2136.19,15.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:52.535053+00:00,2024-11-12 15:34:11.511000+00:00
spoc-s01-s72-b0A-PC,FAINT,84788795,5446.01,PC,97.0965222,25.8347279,97.0965483727,25.8347026368,12.76,0.007,3234.4915035941476,0.005460369,4.497730747568283,0.0008029673,3.2573447362153463,0.2675436,5324.061551981688,509.25558,"[43, 44, 45, 71, 72]",found in faint-star QLP search; possible centroid offset towards TIC 84788789,4.2,0.09,1,1.5334999561309814,0.0749346,13.04427230304316,1.0894208,1472.5454488814466,6544.0,126.8,1111.2092116498893,13.131567,False,3,4,3,3,4,4,4,2022-04-20 18:22:51.155863+00:00,2024-11-12 14:54:52.497000+00:00
qlp-s45-faintsearch,FAINT,438519486,5403.01,PC,100.6545089,15.6575019,100.654583319,15.6573788403,12.565,0.006,2533.4491201,0.0014423,12.8355591,9.74e-05,1.805,0.17,12450.0,14.6109,"[6, 33, 44, 45]",found in faint-star QLP search,4.45,0.11,1,0.95,0.08,11.2388,1.00163,491.0,5311.7,181.4,9.72374,17.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:31.472444+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,75697959,5433.01,PC,85.6249518,28.5498526,85.624939921,28.549844948,14.982,0.008,2544.2937452,0.0042131,4.1459886,0.0004684,2.604,0.303,26190.0,56.7885,"[43, 44, 45]",found in faint-star QLP search,4.56,0.02,1,0.71,0.02,12.1704,0.716833,763.0,3981.0,157.0,56.2686,13.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:45.400727+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,127229631,5477.01,PC,84.9799042,14.3030787,84.9799513852,14.3030231097,13.041,0.05,2544.8773024,0.0016934,5.8936518,1.94e-05,2.217,0.348,9580.0,15.0927,"[6, 43, 44, 45]",found in faint-star QLP search; diffimage messy,4.6,NaN,1,0.82,NaN,8.37476,NaN,862.0,5508.0,122.0,92.0429,22.0,False,3,4,3,3,4,4,4,2022-04-20 18:23:04.334316+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,78601408,5475.01,PC,89.1372385,25.6840035,89.1372373121,25.6839533835,12.211,0.015,2540.3860387,0.0021119,10.0532043,0.000738,1.543,0.61,5160.0,76.5588,"[43, 44, 45]",found in faint-star QLP search,4.26,0.09,1,1.43,0.09,11.5364,1.55053,760.0,6553.2,111.1,55.4002,9.0,False,3,4,3,3,4,4,4,2022-04-20 18:23:03.511420+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,81808065,5473.01,PC,92.5648827,24.6148462,92.5648769062,24.6148266514,12.261,0.009,2550.3832015,0.0026601,7.5554044,0.0004665,4.003,0.363,6170.0,4.57155,"[43, 44, 45]",found in faint-star QLP search,4.09,0.09,1,2.04,0.14,16.0968,1.18932,1451.0,7872.0,138.1,736.769,29.0,False,3,4,3,3,4,4,4,2022-04-20 18:23:02.727669+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,47132361,5471.01,PC,97.620654,19.7948699,97.6206542519,19.7948686717,13.275,0.012,2543.5446726,0.0051924,4.9017215,0.0005949,2.3,0.383,6600.0,20.4416,"[43, 44, 45]",found in faint-star QLP search,4.04,NaN,1,1.78,NaN,15.2294,NaN,1099.0,6329.0,122.0,242.247,12.0,False,3,4,3,3,4,4,4,2022-04-20 18:23:02.001338+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,302419660,5469.01,PC,81.9331195,16.7643356,81.9331123629,16.7643209052,11.957,0.01,2548.5589073,0.0035186,29.3312035,0.0006074,3.269,0.327,3470.0,7.0813,"[6, 32, 43, 44, 45]",found in faint-star QLP search,4.19,0.07,1,1.77,0.08,11.9961,0.744543,644.0,7618.0,139.4,28.6506,13.0,False,3,4,3,3,4,4,4,2022-04-20 18:23:01.024373+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,45368525,5466.01,PC,92.3191203,20.2737704,92.3191211101,20.2737451033,12.762,0.017,2548.1809235,0.0014493,2.8066134,9.4e-05,2.483,0.134,14530.0,5.81923,"[43, 44, 45]",found in faint-star QLP search,4.29,0.09,1,1.41,0.06,17.3144,0.868485,1546.0,6709.0,173.0,949.059,47.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:59.701256+00:00,2024-08-22 15:41:09.420339+00:00
spoc-s01-s72-b0A-PC,FAINT,437786834,5463.01,PC,83.2143293,19.9524165,83.2143487663,19.9524431608,13.158,0.011,3234.8362574046864,0.0021392931,1.1008040255872857,8.2979735e-05,1.4856033428316757,0.31363702,3509.222456365636,275.5778,"[43, 44, 45, 71, 72]",found in faint-star QLP search; possible odd-even; V-shaped; possible offset to S,4.19,NaN,1,1.6090199947357178,0.0,10.031908650538444,2.015254,2474.0456739707665,6810.0,167.1,8854.251499336133,11.330362,False,3,4,3,3,4,4,4,2022-04-20 18:22:58.557511+00:00,2024-11-12 18:40:15.390000+00:00
qlp-s45-faintsearch,FAINT,400515645,5443.01,PC,92.8736094,34.9770989,92.8736094049,34.9770822827,12.817,0.015,2548.509059,0.0042403,1.6757659,0.0001851,2.248,0.339,2580.0,7.54777,"[43, 44, 45]",found in faint-star QLP search,4.25,0.1,1,1.53,0.09,7.62588,0.656733,2098.0,6960.9,153.6,3221.06,12.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:49.844120+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,29374525,5440.01,PC,86.3007395,18.4616385,86.300793927,18.4617407275,11.834,0.006,2545.2967256,0.0037122,3.813812,0.0003866,2.572,0.456,2310.0,3.4131,"[43, 44, 45]",found in faint-star QLP search,4.61,0.09,1,0.71,0.05,3.44278,0.283758,1016.0,4689.0,123.2,177.52,20.0,False,2,4,2,2,4,4,4,2022-04-20 18:22:48.472490+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,6853696,5437.01,PC,81.6422944,21.5991773,81.6423088164,21.5991652482,13.449,0.008,2544.0977736,0.0026137,3.42015,0.0002307,3.801,0.212,11140.0,6.54905,"[43, 44, 45]",found in faint-star QLP search; likely inflated,3.96,NaN,1,1.76,NaN,18.3061,NaN,1485.0,5708.0,127.0,808.301,29.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:47.133450+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,307377219,5434.01,PC,98.8377224,14.4903218,98.8377195872,14.4903290559,12.415,0.015,2542.8140784,0.002432,4.1629444,2.14e-05,2.064,0.347,3670.0,6.49134,"[6, 33, 43, 44, 45]",found in faint-star QLP search,3.94,0.08,1,1.88,0.1,11.633,0.835716,1100.0,6005.0,142.1,243.425,18.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:45.843568+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,302895184,5431.01,PC,83.171934,14.9570912,83.1719543821,14.9570584001,13.121,0.012,2541.9772394,0.0020449,4.788785,1.65e-05,3.135,0.609,7600.0,11.8848,"[6, 43, 44, 45]",found in faint-star QLP search,3.96,NaN,1,1.83,NaN,16.3086,NaN,1309.0,6045.0,122.0,487.83,27.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:44.671581+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,76545118,5428.01,PC,87.2044026,28.6713443,87.204408691,28.6713366718,11.974,0.006,3236.041030477335,0.0033447398,3.0343155,0.0001933,1.664,0.308,3200.0,6.40275,"[43, 44, 45, 71, 72]",found in faint-star QLP search; v-shaped,NaN,NaN,1,2.16,NaN,12.5732,NaN,0.0,8415.0,NaN,1230.19,19.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:43.086509+00:00,2024-11-15 18:04:53.281000+00:00
qlp-s45-faintsearch,FAINT,127957099,5426.01,PC,81.6496704,31.633069,81.6496054619,31.6330520729,10.975,0.006,2913.2773128394288,0.003039866,5.8095099,4.37e-05,2.427,0.767,1750.0,7.3974,"[19, 43, 44, 45, 59, 71]",found in faint-star QLP search; possible ~500 ppm secondary but could be caused by systematics in s71,4.42,0.1,1,1.15,0.09,5.0621,0.51398,1244.0,6353.1,142.0,398.441,20.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:42.189106+00:00,2024-11-18 13:52:48.124000+00:00
qlp-s45-faintsearch,FAINT,436099179,5424.01,PC,83.8372668,12.1159463,83.8372341606,12.1159385488,12.528,0.007,2548.9846314,0.0024655,0.8999342,4.2e-06,1.606,0.306,1720.0,5.17331,"[6, 43, 44, 45]",found in faint-star QLP search,4.09,0.08,1,1.64,0.09,6.8761,0.547096,2177.0,6211.0,120.8,3729.32,17.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:41.318923+00:00,2024-08-22 15:41:09.420339+00:00
spoc-s01-s72-b0A-PC,FAINT,80611440,5422.01,PC,86.8435774,25.6260348,86.8436173397,25.6260341817,11.239,0.006,3235.918084854441,0.001935851,5.376799698374884,0.00032977498,4.779251178920863,0.16309758,4420.745120644649,162.06146,"[43, 44, 45, 71, 72]",found in faint-star QLP search,4.05,0.08,1,1.5729399919509888,0.112362,10.56541961228394,0.9416003,1277.232514951412,5663.5,103.8,628.9279068418228,23.170832,False,3,4,3,3,4,4,4,2022-04-20 18:22:40.317261+00:00,2024-11-18 14:16:53.410000+00:00
qlp-s45-faintsearch,FAINT,68443254,5419.01,PC,103.1020178,33.6488239,103.102008567,33.6488056237,13.368,0.007,2544.7598498,0.0021643,4.8002161,3.1e-05,2.439,0.431,10620.0,20.226,"[20, 44, 45]",found in faint-star QLP search,4.26,NaN,1,1.41,NaN,15.2174,NaN,1192.0,6498.4,55.8,336.117,20.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:38.973006+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,445990611,5460.01,PC,106.3889677,15.6704633,106.388949935,15.6704469202,12.813,0.006,2547.6909115,0.0047011,6.2987919,0.0002138,4.909,0.461,3920.0,5.50033,"[33, 44, 45]",found in faint-star QLP search,3.89,0.09,1,2.07,0.11,12.2385,0.842548,1408.0,6265.0,124.0,653.131,9.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:57.182510+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,456971986,5457.01,PC,100.6153744,19.73522,100.615348514,19.735174943,11.721,0.006,3234.4358049564376,0.0034430677,1.2452975,0.0001328,2.086,0.315,1410.0,2.50503,"[43, 44, 45, 71, 72]",found in faint-star QLP search,4.13,0.09,1,1.66,0.1,6.31449,0.466749,2222.0,6580.3,133.9,4049.64,19.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:56.004345+00:00,2024-11-12 17:59:04.908000+00:00
qlp-s45-faintsearch,FAINT,26406123,5454.01,PC,107.429849,15.5962137,107.429839105,15.5962342684,13.261,0.006,2547.0865731,0.0066608,3.7196227,0.0001008,4.948,0.613,4280.0,6.89274,"[33, 44, 45]",found in faint-star QLP search,3.81,NaN,1,2.07,NaN,13.3603,NaN,1656.0,5623.0,122.0,1249.33,17.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:54.561860+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s47-faintsearch,FAINT,69028091,5451.01,PC,108.0477577,30.104377,108.047768278,30.1043329298,12.682,0.007,2606.2774487,0.0008435,1.6822448,2.11e-05,1.388,0.078,12090.0,3.56559,"[44, 45, 47]",found in faint-star QLP search,4.34,0.08,1,1.1,0.06,12.3028,0.701953,1239.0,5534.6,122.8,379.254,58.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:53.388268+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,291016451,5448.01,PC,169.9957313,8.3502533,169.995604214,8.35026198147,12.163,0.008,2547.9317451,0.0039776,3.214031,0.0010022,2.215,0.365,5730.0,12.3624,[45],found in faint-star QLP search,4.55,0.08,1,0.85,0.04,6.77869,0.476232,1143.0,5366.0,109.0,284.023,18.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:52.010149+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s45-faintsearch,FAINT,79316101,5417.01,PC,90.0846513,26.3532437,90.0846909894,26.3532341712,12.723,0.006,2549.2142508,0.0010004,2.8675385,7.09e-05,2.88,0.088,14570.0,2.23238,"[43, 44, 45]",found in faint-star QLP search,4.37,0.1,1,1.18,0.1,14.6783,1.25847,1520.0,6219.5,102.2,888.042,68.0,False,3,4,3,3,4,4,4,2022-04-20 18:22:38.070115+00:00,2024-08-22 15:41:09.420339+00:00
spoc-s01-s72-b0A-PC,FAINT,87405719,5416.01,PC,103.0099626,25.2020322,103.010115977,25.2013003946,12.933,0.007,3239.554771040091,0.0021464832,13.008690312568566,0.0011304358,3.7378335496727013,0.18365785,20626.95831788516,879.2187,"[45, 71, 72]",found in faint-star QLP search; v-shaped; two stars in pixel,4.72,0.01,1,0.5202620029449463,0.0155445,10.989055333317605,8.5885105,410.0052555939288,3799.0,157.0,6.678496404882473,38.27591,False,3,4,3,3,4,4,4,2022-04-20 18:22:37.672989+00:00,2024-11-15 17:13:18.654000+00:00
