tic_id,sector_run
229501503,73-73
229503517,24-24
229503517,17-17
229503517,41-41
229503517,47-47
229503517,51-51
229503517,57-57
229503517,59-59
229503517,60-60
229503517,73-73
229503517,75-75
229503517,76-76
229503517,77-77
229503517,74-74
229503517,58-58
229503517,54-54
229503517,55-55
229503517,50-50
229503517,48-48
229503517,40-40
229503517,14-14
229503517,15-15
229503517,18-18
229507849,75-75
229507849,76-76
229507849,77-77
229507849,73-73
229507855,73-73
229507855,75-75
229507855,76-76
229507855,77-77
229507856,73-73
229507856,75-75
229507856,76-76
229507856,77-77
229507862,73-73
229507862,75-75
229507862,76-76
229507862,77-77
229508727,47-47
229508727,48-48
229508727,50-50
229508727,51-51
229508727,55-55
229508727,54-54
229508727,52-52
229508727,57-57
229508727,58-58
229508727,59-59
229508727,60-60
229508727,73-73
229508727,75-75
229508727,76-76
229508727,77-77
229508727,74-74
229508727,56-56
229508727,53-53
229508727,49-49
229509531,26-26
229509531,25-25
229509531,24-24
229509531,23-23
229509531,22-22
229509531,21-21
229509531,20-20
229509531,19-19
229509531,18-18
229509531,17-17
229509531,16-16
229509531,15-15
229509531,14-14
229509531,40-40
229509531,41-41
229509531,47-47
229509531,48-48
229509531,49-49
229509531,50-50
229509531,51-51
229509531,55-55
229509531,54-54
229509531,53-53
229509531,52-52
229510628,26-26
229510628,25-25
229510628,24-24
229510628,76-76
229510628,77-77
229510628,75-75
229510628,73-73
229510628,74-74
229510866,26-26
229510866,25-25
229510866,24-24
229510866,23-23
229510866,22-22
229510866,19-19
229510866,17-17
229510866,15-15
229510866,14-14
229510866,40-40
229510866,41-41
229510866,48-48
229510866,49-49
229510866,50-50
229510866,51-51
229510866,55-55
229510866,54-54
229510866,53-53
229510866,52-52
229510866,56-56
229510866,57-57
229510866,58-58
229510866,59-59
229510866,60-60
229510866,47-47
229510866,18-18
229510866,20-20
229510866,21-21
229510866,73-73
229510866,74-74
229510866,75-75
229510866,76-76
229510866,77-77
229536143,48-48
229536143,75-75
229536143,47-47
229536143,41-41
229536143,74-74
229536616,41-41
229538190,26-26
229538190,22-22
229538190,20-20
229538190,15-15
229538190,14-14
229538190,40-40
229538190,48-48
229538190,53-53
229538190,60-60
229538190,73-73
229538190,47-47
229538190,41-41
229538190,21-21
229538190,74-74
229538190,76-76
229538190,75-75
229538448,22-22
229538448,21-21
229538448,40-40
229538448,41-41
229538448,47-47
229538448,48-48
229538448,49-49
229538448,53-53
229538448,14-14
229538448,15-15
229538448,20-20
229538448,26-26
229538448,76-76
229538448,74-74
229538448,60-60
229552340,24-24
229552340,22-22
229552340,20-20
229552340,17-17
229552340,15-15
229552340,14-14
229552340,40-40
229552340,47-47
229552340,49-49
229552340,51-51
229552340,55-55
229552340,54-54
229552340,57-57
229552340,77-77
229552340,58-58
229552340,56-56
229552340,50-50
229552340,48-48
229552340,41-41
229552340,16-16
229552340,18-18
229552340,21-21
229552340,23-23
229552340,75-75
229552340,74-74
229554006,25-25
229554006,24-24
229554006,51-51
229556468,25-25
229556468,24-24
229556468,51-51
229557073,25-25
229557073,24-24
229557073,51-51
229565873,25-25
229565873,24-24
229565873,51-51
229565939,25-25
229565939,24-24
229565939,51-51
229569378,25-25
229569378,24-24
229569378,51-51
229573047,25-25
229573047,24-24
229573047,51-51
229573582,25-25
229573582,24-24
229573582,51-51
229573710,25-25
229573710,24-24
229574347,25-25
229574347,24-24
229574347,51-51
229574542,25-25
229574542,24-24
229574542,51-51
229581160,40-40
229581160,41-41
229581160,47-47
229581160,48-48
229581160,49-49
229581160,50-50
229581160,51-51
229581160,55-55
229581160,54-54
229581160,53-53
229581160,52-52
229581160,56-56
229581160,57-57
229581160,58-58
229581160,59-59
229581160,60-60
229581160,73-73
229581160,74-74
229581160,75-75
229581160,76-76
229581160,77-77
229581854,25-25
229581854,24-24
229581854,22-22
229581854,18-18
229581854,15-15
229581854,40-40
229581854,47-47
229581854,55-55
229581854,53-53
229581854,52-52
229581854,54-54
229581854,51-51
229581854,50-50
229581854,49-49
229581854,48-48
229581854,41-41
229581854,16-16
229581854,19-19
229581854,21-21
229582437,25-25
229582437,24-24
229582437,23-23
229582437,22-22
229582437,21-21
229582437,20-20
229582437,18-18
229582437,40-40
229582437,41-41
229582437,47-47
229582437,49-49
229582437,55-55
229582437,54-54
229582437,58-58
229582437,77-77
229582437,60-60
229582437,57-57
229582437,52-52
229582437,51-51
229582437,50-50
229582437,48-48
229582437,14-14
229582437,15-15
229582437,16-16
229582437,76-76
229582437,75-75
229582437,73-73
229582437,59-59
229582437,53-53
229583484,26-26
229583484,25-25
229583484,22-22
229583484,19-19
229583484,18-18
229583484,15-15
229583484,14-14
229583484,41-41
229583484,48-48
229583484,54-54
229583484,52-52
229583484,58-58
229583484,60-60
229583484,74-74
229583484,76-76
229583484,77-77
229583484,75-75
229583484,73-73
229583484,59-59
229583484,57-57
229583484,56-56
229583484,53-53
229583484,55-55
229583484,51-51
229583484,50-50
229583484,49-49
229583484,47-47
229583484,40-40
229583484,16-16
229583484,17-17
229583484,20-20
229583484,21-21
229583484,23-23
229585346,75-75
229585346,77-77
229585346,73-73
229585346,74-74
229585346,76-76
229585356,26-26
229585356,25-25
229585356,24-24
229585356,23-23
229585356,22-22
229585356,21-21
229585356,20-20
229585356,16-16
229585356,15-15
229585356,14-14
229585356,40-40
229585356,41-41
229585356,47-47
229585356,48-48
229585356,49-49
229585356,51-51
229585356,55-55
229585356,54-54
229585356,53-53
229585356,52-52
229585356,59-59
229585356,60-60
229585356,73-73
229585356,77-77
229585356,75-75
229585356,74-74
229585356,58-58
229585356,57-57
229585356,56-56
229585356,50-50
229585356,17-17
229585356,18-18
229585356,19-19
229585356,76-76
229585365,26-26
229585365,25-25
229585365,24-24
229585365,23-23
229585365,22-22
229585365,21-21
229585365,20-20
229585365,19-19
229585365,18-18
229585365,17-17
229585365,16-16
229585365,15-15
229585365,14-14
229585365,40-40
229585365,41-41
229585365,48-48
229585365,49-49
229585365,50-50
229585365,51-51
229585365,55-55
229585365,54-54
229585365,53-53
229585365,52-52
229585365,56-56
229585365,58-58
229585365,59-59
229585365,60-60
229585365,73-73
229585365,74-74
229585365,75-75
229585365,76-76
229585365,77-77
229585365,57-57
229585365,47-47
229585542,26-26
229585542,25-25
229585542,24-24
229585542,22-22
229585542,21-21
229585542,20-20
229585542,18-18
229585542,17-17
229585542,16-16
229585542,15-15
229585542,40-40
229585542,47-47
229585542,48-48
229585542,49-49
229585542,50-50
229585542,51-51
229585542,55-55
229585542,54-54
229585542,53-53
229585542,52-52
229585542,58-58
229585542,60-60
229585542,73-73
229585542,74-74
229585542,77-77
229585542,76-76
229585542,75-75
229585542,59-59
229585542,57-57
229585542,56-56
229585542,41-41
229585542,14-14
229585542,19-19
229585542,23-23
229586161,26-26
229586161,23-23
229586161,22-22
229586161,21-21
229586161,20-20
229586161,19-19
229586161,18-18
229586161,16-16
229586161,41-41
229586161,47-47
229586161,48-48
229586161,49-49
229586161,50-50
229586161,51-51
229586161,55-55
229586161,54-54
229586161,53-53
229586161,52-52
229586208,26-26
229586208,22-22
229586208,19-19
229586208,18-18
229586208,16-16
229586208,47-47
229586208,48-48
229586208,49-49
229586208,54-54
229586208,50-50
229586208,20-20
229586208,21-21
229586208,23-23
229586208,53-53
229586208,51-51
229586208,52-52
229586208,55-55
229586455,26-26
229586455,25-25
229586455,24-24
229586455,23-23
229586455,22-22
229586455,21-21
229586455,15-15
229586455,14-14
229586455,40-40
229586455,41-41
229586455,47-47
229586455,48-48
229586455,49-49
229586455,51-51
229586455,55-55
229586455,53-53
229586455,56-56
229586455,73-73
229586455,74-74
229586455,75-75
229586455,76-76
229586455,77-77
229586455,60-60
229586455,59-59
229586455,58-58
229586455,52-52
229586455,54-54
229586455,50-50
229586455,16-16
229586455,17-17
229586455,18-18
229586455,19-19
229586455,20-20
229586455,57-57
229588059,26-26
229588059,25-25
229588059,24-24
229588059,22-22
229588059,40-40
229588059,41-41
229588059,47-47
229588059,49-49
229588059,55-55
229588059,52-52
229588059,60-60
229588059,75-75
229588059,77-77
229588059,74-74
229588059,73-73
229588059,59-59
229588059,58-58
229588059,57-57
229588059,56-56
229588059,53-53
229588059,54-54
229588059,51-51
229588059,50-50
229588059,48-48
229588059,15-15
229588059,16-16
229588059,17-17
229588059,18-18
229588059,19-19
229588059,20-20
229588059,21-21
229588059,23-23
229588059,76-76
229588573,26-26
229588573,24-24
229588573,23-23
229588573,22-22
229588573,21-21
229588573,20-20
229588573,18-18
229588573,17-17
229588573,15-15
229588573,14-14
229588573,41-41
229588573,47-47
229588573,48-48
229588573,49-49
229588573,50-50
229588573,51-51
229588573,55-55
229588573,54-54
229588573,53-53
229588573,57-57
229588573,59-59
229588573,60-60
229588573,73-73
229588573,74-74
229588573,75-75
229588573,76-76
229588573,77-77
229588573,58-58
229588573,56-56
229588573,16-16
229588573,19-19
229590038,22-22
229590038,21-21
229590038,20-20
229590038,17-17
229590038,50-50
229590038,51-51
229590038,60-60
229590038,59-59
229590038,58-58
229590038,57-57
229590038,56-56
229590038,54-54
229590038,55-55
229590038,49-49
229590038,48-48
229590038,47-47
229590038,41-41
229590038,14-14
229590038,15-15
229590038,16-16
229590038,18-18
229590038,19-19
229590038,23-23
229590038,24-24
229590038,77-77
229590038,76-76
229590038,75-75
229590038,74-74
229590038,73-73
229590612,26-26
229590612,22-22
229590612,21-21
229590612,20-20
229590612,15-15
229590612,14-14
229590612,40-40
229590612,47-47
229590612,48-48
229590612,54-54
229590612,56-56
229590612,59-59
229590612,60-60
229590612,77-77
229590612,58-58
229590612,52-52
229590612,53-53
229590612,55-55
229590612,51-51
229590612,50-50
229590612,49-49
229590612,41-41
229590612,16-16
229590612,17-17
229590612,18-18
229590612,19-19
229590612,23-23
229590612,24-24
229590612,25-25
229590612,76-76
229590612,75-75
229590612,74-74
229590612,73-73
229590612,57-57
229591302,73-73
229591302,74-74
229591302,75-75
229591302,77-77
229591302,76-76
229591303,73-73
229591303,74-74
229591303,75-75
229591303,76-76
229591303,77-77
229592390,73-73
229592390,74-74
229592390,75-75
229592390,76-76
229592390,77-77
229593788,26-26
229593788,25-25
229593788,24-24
229593788,23-23
229593788,22-22
229593788,21-21
229593788,20-20
229593788,19-19
229593788,18-18
229593788,17-17
229593788,16-16
229593788,15-15
229593788,14-14
229593788,40-40
229593788,47-47
229593788,48-48
229593788,50-50
229593788,51-51
229593788,55-55
229593788,54-54
229593788,53-53
229593788,52-52
229593788,56-56
229593788,58-58
229593788,59-59
229593788,60-60
229593788,74-74
229593788,75-75
229593788,76-76
229593788,77-77
229593788,57-57
229593788,41-41
229594479,77-77
229594479,76-76
229594479,75-75
229594479,74-74
229594485,26-26
229594485,25-25
229594485,23-23
229594485,22-22
229594485,20-20
229594485,40-40
229594485,49-49
229594485,55-55
229594485,54-54
229594485,53-53
229594485,52-52
229594485,51-51
229594485,50-50
229594485,48-48
229594485,47-47
229594485,41-41
229594485,16-16
229594485,17-17
229594485,18-18
229594485,19-19
229594485,21-21
229594485,24-24
229595368,26-26
229595368,24-24
229595368,23-23
229595368,22-22
229595368,21-21
229595368,20-20
229595368,19-19
229595368,18-18
229595368,17-17
229595368,14-14
229595368,40-40
229595368,41-41
229595368,48-48
229595368,49-49
229595368,51-51
229595368,55-55
229595368,54-54
229595368,52-52
229595368,56-56
229595368,57-57
229595368,60-60
229595368,73-73
229595368,74-74
229595368,75-75
229595368,76-76
229595368,77-77
229595368,59-59
229595368,58-58
229595368,53-53
229595368,50-50
229595368,47-47
229595368,15-15
229595368,16-16
229595368,25-25
229596355,74-74
229596355,76-76
229596355,77-77
229596355,75-75
229597113,26-26
229597113,25-25
229597113,23-23
229597113,22-22
229597113,21-21
229597113,19-19
229597113,18-18
229597113,17-17
229597113,15-15
229597113,40-40
229597113,47-47
229597113,48-48
229597113,53-53
229597113,56-56
229597113,60-60
229597113,75-75
229597113,76-76
229597113,77-77
229597113,59-59
229597113,58-58
229597113,57-57
229597113,52-52
229597113,54-54
229597113,55-55
229597113,51-51
229597113,50-50
229597113,41-41
229597113,14-14
229597113,16-16
229597113,20-20
229597113,24-24
229597113,74-74
229597404,26-26
229597404,24-24
229597404,22-22
229597404,16-16
229597404,40-40
229597404,41-41
229597404,47-47
229597404,48-48
229597404,51-51
229597404,54-54
229597404,53-53
229597404,56-56
229597404,57-57
229597404,59-59
229597404,60-60
229597404,74-74
229597404,75-75
229597404,76-76
229597404,77-77
229597404,58-58
229597404,52-52
229597404,55-55
229597404,50-50
229597404,25-25
229597451,75-75
229597451,76-76
229597451,77-77
229597451,74-74
229602333,64-64
229602333,10-10
229605238,40-40
229605238,47-47
229605238,48-48
229605238,49-49
229605238,50-50
229605238,55-55
229605238,54-54
229605238,53-53
229605238,52-52
229605238,51-51
229605410,73-73
229605410,77-77
229605410,76-76
229605410,75-75
229605410,74-74
229605761,73-73
229605761,74-74
229605761,75-75
229605761,76-76
229605761,77-77
229605891,47-47
229605891,48-48
229605891,49-49
229605891,50-50
229605891,51-51
229605891,55-55
229605891,54-54
229605891,53-53
229605891,52-52
229605891,56-56
229605891,57-57
229605891,58-58
229605891,59-59
229605891,60-60
229605891,74-74
229605891,75-75
229605891,76-76
229605891,77-77
229606202,77-77
229606202,76-76
229606202,75-75
229606202,74-74
229606203,75-75
229606203,77-77
229606203,76-76
229606203,74-74
229607490,25-25
229607490,23-23
229607490,22-22
229607490,20-20
229607490,18-18
229607490,17-17
229607490,14-14
229607490,40-40
229607490,41-41
229607490,47-47
229607490,48-48
229607490,49-49
229607490,51-51
229607490,55-55
229607490,54-54
229607490,52-52
229607490,56-56
229607490,58-58
229607490,59-59
229607490,60-60
229607490,75-75
229607490,76-76
229607490,77-77
229607490,57-57
229607490,53-53
229607490,50-50
229607490,15-15
229607490,16-16
229607490,21-21
229607490,24-24
229607490,26-26
229608806,76-76
229608806,77-77
229608806,74-74
229608806,75-75
229608810,24-24
229608810,22-22
229608810,21-21
229608810,19-19
229608810,17-17
229608810,40-40
229608810,41-41
229608810,47-47
229608810,48-48
229608810,50-50
229608810,55-55
229608810,54-54
229608810,53-53
229608810,57-57
229608810,58-58
229608810,59-59
229608810,60-60
229608810,74-74
229608810,75-75
229608810,76-76
229608810,56-56
229608810,52-52
229608810,51-51
229608810,14-14
229608810,15-15
229608810,16-16
229608810,18-18
229608810,20-20
229608810,23-23
229608810,25-25
229608810,26-26
229608810,77-77
229609445,40-40
229609445,47-47
229609445,48-48
229609445,50-50
229609445,51-51
229609445,55-55
229609445,54-54
229609445,53-53
229609445,52-52
229609445,49-49
229612569,26-26
229612569,25-25
229612569,20-20
229612569,17-17
229612569,16-16
229612569,14-14
229612569,40-40
229612569,49-49
229612569,52-52
229612569,56-56
229612569,58-58
229612569,75-75
229612569,77-77
229612569,74-74
229612569,73-73
229612569,60-60
229612569,59-59
229612569,57-57
229612569,53-53
229612569,54-54
229612569,55-55
229612569,51-51
229612569,50-50
229612569,48-48
229612569,47-47
229612569,41-41
229612569,15-15
229612569,18-18
229612569,19-19
229612569,21-21
229612569,23-23
229612569,24-24
229612569,76-76
229614158,26-26
229614158,25-25
229614158,24-24
229614158,22-22
229614158,20-20
229614158,19-19
229614158,18-18
229614158,17-17
229614158,15-15
229614158,14-14
229614158,40-40
229614158,47-47
229614158,54-54
229614158,53-53
229614158,58-58
229614158,60-60
229614158,75-75
229614158,74-74
229614158,73-73
229614158,59-59
229614158,57-57
229614158,52-52
229614158,55-55
229614158,51-51
229614158,50-50
229614158,48-48
229614158,16-16
229614158,21-21
229614158,23-23
229614158,76-76
229615553,25-25
229615553,24-24
229615553,21-21
229615553,17-17
229615553,15-15
229615553,40-40
229615553,41-41
229615553,47-47
229615553,48-48
229615553,49-49
229615553,52-52
229615553,60-60
229615553,74-74
229615553,75-75
229615553,76-76
229615553,77-77
229615553,73-73
229615553,58-58
229615553,57-57
229615553,56-56
229615553,54-54
229615553,55-55
229615553,51-51
229615553,50-50
229615553,14-14
229615553,16-16
229615553,18-18
229615553,19-19
229615553,20-20
229615553,23-23
229615589,25-25
229615589,24-24
229615589,21-21
229615589,20-20
229615589,19-19
229615589,18-18
229615589,17-17
229615589,16-16
229615589,15-15
229615589,14-14
229615589,40-40
229615589,41-41
229615589,48-48
229615589,49-49
229615589,55-55
229615589,54-54
229615589,57-57
229615589,60-60
229615589,73-73
229615589,75-75
229615589,77-77
229615589,58-58
229615589,56-56
229615589,51-51
229615589,50-50
229615589,47-47
229615589,23-23
229615589,76-76
229615589,74-74
229615901,26-26
229615901,22-22
229615901,21-21
229615901,20-20
229615901,17-17
229615901,16-16
229615901,15-15
229615901,48-48
229615901,49-49
229615901,54-54
229615901,53-53
229615901,57-57
229615901,60-60
229615901,73-73
229615901,74-74
229615901,75-75
229615901,76-76
229615901,77-77
229615901,58-58
229615901,56-56
229615901,55-55
229615901,51-51
229615901,50-50
229615901,47-47
229615901,41-41
229615901,40-40
229615901,14-14
229615901,18-18
229615901,19-19
229615901,23-23
229615901,24-24
229616039,22-22
229616039,21-21
229616039,18-18
229616039,40-40
229616039,47-47
229616039,48-48
229616039,49-49
229616039,50-50
229616039,51-51
229616039,55-55
229616039,54-54
229616039,53-53
229616039,58-58
229616039,41-41
229616521,49-49
229616521,53-53
229616521,48-48
229616521,41-41
229616860,25-25
229616860,24-24
229616860,40-40
229616860,48-48
229616860,49-49
229616860,57-57
229616860,60-60
229616860,77-77
229616860,73-73
229616860,58-58
229616860,54-54
229616860,55-55
229616860,76-76
229616860,75-75
229616860,74-74
229616860,56-56
229616860,51-51
229616860,50-50
229616860,47-47
229616860,41-41
229639058,19-19
229639058,60-60
229639058,75-75
229639058,77-77
229639058,74-74
229639058,73-73
229639058,58-58
229639058,57-57
229639058,56-56
229639058,76-76
229639351,47-47
229639351,48-48
229639351,49-49
229639351,50-50
229639351,51-51
229639351,55-55
229639351,54-54
229639351,56-56
229639351,57-57
229639351,58-58
229639351,60-60
229639351,73-73
229639351,74-74
229639351,75-75
229639351,76-76
229639351,77-77
229640059,26-26
229640059,22-22
229640059,18-18
229640059,15-15
229640059,40-40
229640059,41-41
229640059,47-47
229640059,49-49
229640059,50-50
229640059,53-53
229640059,52-52
229640059,60-60
229640059,75-75
229640059,76-76
229640059,77-77
229640059,74-74
229640059,73-73
229640059,59-59
229640059,58-58
229640059,57-57
229640059,56-56
229640059,54-54
229640059,55-55
229640059,51-51
229640059,48-48
229640059,14-14
229640059,16-16
229640059,17-17
229640059,19-19
229640059,20-20
229640059,21-21
229640059,23-23
229640059,24-24
229644973,26-26
229644973,24-24
229644973,23-23
229644973,22-22
229644973,21-21
229644973,20-20
229644973,16-16
229644973,15-15
229644973,14-14
229644973,57-57
229644973,60-60
229644973,59-59
229644973,58-58
229644973,56-56
229644973,17-17
229644973,18-18
229644973,19-19
229647209,26-26
229647209,22-22
229647209,21-21
229647209,20-20
229647209,15-15
229647209,40-40
229647209,47-47
229647209,49-49
229647209,52-52
229647209,59-59
229647209,60-60
229647209,75-75
229647209,76-76
229647209,74-74
229647209,73-73
229647209,58-58
229647209,57-57
229647209,56-56
229647209,53-53
229647209,54-54
229647209,55-55
229647209,51-51
229647209,50-50
229647209,48-48
229647209,41-41
229647209,16-16
229647209,17-17
229647209,18-18
229647209,23-23
229647209,24-24
229647209,25-25
229647500,76-76
229647500,74-74
229647500,73-73
229647500,75-75
229647504,75-75
229647504,74-74
229647504,73-73
229647504,76-76
229647506,26-26
229647506,24-24
229647506,23-23
229647506,22-22
229647506,21-21
229647506,20-20
229647506,19-19
229647506,18-18
229647506,17-17
229647506,16-16
229647506,15-15
229647506,14-14
229647506,40-40
229647506,41-41
229647506,47-47
229647506,48-48
229647506,49-49
229647506,50-50
229647506,51-51
229647506,55-55
229647506,54-54
229647506,53-53
229647506,52-52
229647506,56-56
229647506,57-57
229647506,59-59
229647506,60-60
229647506,74-74
229647506,75-75
229647506,73-73
229647506,58-58
229647506,25-25
229647506,76-76
229647609,26-26
229647609,23-23
229647609,20-20
229647609,17-17
229647609,14-14
229647609,40-40
229647609,41-41
229647609,47-47
229647609,48-48
229647609,53-53
229647609,52-52
229647609,58-58
229647609,59-59
229647609,60-60
229647609,73-73
229647609,74-74
229647609,75-75
229647609,76-76
229647609,57-57
229647609,56-56
229647609,54-54
229647609,55-55
229647609,51-51
229647609,50-50
229647609,49-49
229647609,15-15
229647609,16-16
229647609,18-18
229647609,19-19
229647609,21-21
229647609,24-24
229647609,25-25
229650375,26-26
229650375,25-25
229650375,24-24
229650375,23-23
229650375,22-22
229650375,21-21
229650375,20-20
229650375,19-19
229650375,17-17
229650375,15-15
229650375,14-14
229650375,41-41
229650375,50-50
229650375,53-53
229650375,57-57
229650375,60-60
229650375,73-73
229650375,75-75
229650375,58-58
229650375,56-56
229650375,54-54
229650375,55-55
229650375,51-51
229650375,49-49
229650375,48-48
229650375,47-47
229650375,16-16
229650375,18-18
229650375,76-76
229650375,74-74
229650439,26-26
229650439,25-25
229650439,24-24
229650439,23-23
229650439,21-21
229650439,20-20
229650439,19-19
229650439,18-18
229650439,17-17
229650439,16-16
229650439,15-15
229650439,14-14
229650439,40-40
229650439,41-41
229650439,47-47
229650439,48-48
229650439,49-49
229650439,50-50
229650439,51-51
229650439,55-55
229650439,54-54
229650439,53-53
229650439,56-56
229650439,57-57
229650439,58-58
229650439,60-60
229650439,73-73
229650439,74-74
229650439,75-75
229650439,76-76
229650995,26-26
229650995,25-25
229650995,24-24
229650995,23-23
229650995,22-22
229650995,21-21
229650995,20-20
229650995,19-19
229650995,18-18
229650995,17-17
229650995,16-16
229650995,15-15
229650995,14-14
229650995,40-40
229650995,41-41
229650995,48-48
229650995,49-49
229650995,50-50
229650995,55-55
229650995,54-54
229650995,53-53
229650995,52-52
229650995,56-56
229650995,57-57
229650995,58-58
229650995,59-59
229650995,60-60
229650995,73-73
229650995,74-74
229650995,75-75
229650995,76-76
229650995,77-77
229650995,51-51
229650995,47-47
229652641,22-22
229652641,48-48
229655906,22-22
229655906,49-49
229658137,50-50
229658137,51-51
229658137,77-77
229658137,24-24
229670194,24-24
229670194,23-23
229670194,22-22
229670194,21-21
229670194,20-20
229670194,19-19
229670194,14-14
229670194,48-48
229670194,50-50
229670194,51-51
229670194,53-53
229670194,52-52
229670194,56-56
229670194,60-60
229670194,77-77
229670194,75-75
229670194,73-73
229670194,59-59
229670194,58-58
229670194,57-57
229670194,54-54
229670194,55-55
229670194,49-49
229670194,47-47
229670194,41-41
229670194,40-40
229670194,15-15
229670194,16-16
229670194,18-18
229670194,26-26
229670194,76-76
229671052,40-40
229671052,41-41
229671052,49-49
229671052,53-53
229671052,52-52
229671052,54-54
229671052,51-51
229671052,50-50
229671052,48-48
229671380,26-26
229671380,25-25
229671380,24-24
229671380,23-23
229671380,22-22
229671380,21-21
229671380,20-20
229671380,19-19
229671380,18-18
229671380,16-16
229671380,15-15
229671380,14-14
229671380,40-40
229671380,41-41
229671380,47-47
229671380,48-48
229671380,49-49
229671380,50-50
229671380,51-51
229671380,55-55
229671380,54-54
229671380,53-53
229671380,56-56
229671380,57-57
229671380,58-58
229671380,59-59
229671380,60-60
229671380,73-73
229671380,74-74
229671380,75-75
229671380,76-76
229671380,77-77
229671591,73-73
229671591,75-75
229671591,76-76
229671591,77-77
229671591,74-74
229671592,76-76
229671592,77-77
229671592,73-73
229671592,75-75
229671592,74-74
229671667,25-25
229671667,24-24
229671667,23-23
229671667,22-22
229671667,18-18
229671667,17-17
229671667,16-16
229671667,14-14
229671667,41-41
229671667,47-47
229671667,48-48
229671667,49-49
229671667,54-54
229671667,53-53
229671667,59-59
229671667,60-60
229671667,75-75
229671667,76-76
229671667,77-77
229671667,73-73
229671667,58-58
229671667,55-55
229671667,51-51
229671667,40-40
229671667,15-15
229671667,19-19
229671667,20-20
229671667,21-21
229671667,26-26
229671667,56-56
229671667,52-52
229671667,50-50
229673607,26-26
229673607,24-24
229673607,22-22
229673607,21-21
229673607,16-16
229673607,15-15
229673607,14-14
229673607,41-41
229673607,47-47
229673607,58-58
229673607,76-76
229673607,73-73
229673607,53-53
229673607,54-54
229673607,55-55
229673607,51-51
229673607,49-49
229673607,48-48
229673607,18-18
229673607,19-19
229673607,25-25
229673607,75-75
229673607,74-74
229673607,60-60
229673607,59-59
229673607,52-52
229674699,26-26
229674699,25-25
229674699,24-24
229674699,22-22
229674699,21-21
229674699,18-18
229674699,15-15
229674699,40-40
229674699,41-41
229674699,47-47
229674699,48-48
229674699,49-49
229674699,50-50
229674699,55-55
229674699,54-54
229674699,53-53
229674699,52-52
229674699,59-59
229674699,76-76
229674699,77-77
229674699,75-75
229674699,74-74
229674699,73-73
229674699,60-60
229674699,58-58
229674699,56-56
229674699,51-51
229674699,14-14
229674699,16-16
229674699,17-17
229674699,19-19
229674699,20-20
229674699,23-23
229675762,26-26
229675762,25-25
229675762,24-24
229675762,40-40
229675762,41-41
229675762,47-47
229675762,48-48
229675762,49-49
229675762,50-50
229675762,51-51
229675762,55-55
229675762,54-54
229675762,53-53
229675762,59-59
229675762,60-60
229675762,77-77
229675762,73-73
229675762,57-57
229675762,56-56
229675762,75-75
229675762,76-76
229675762,58-58
229675969,26-26
229675969,24-24
229675969,22-22
229675969,21-21
229675969,16-16
229675969,14-14
229675969,40-40
229675969,41-41
229675969,48-48
229675969,49-49
229675969,52-52
229675969,57-57
229675969,59-59
229675969,60-60
229675969,73-73
229675969,76-76
229675969,77-77
229675969,75-75
229675969,58-58
229675969,56-56
229675969,53-53
229675969,54-54
229675969,55-55
229675969,51-51
229675969,50-50
229675969,15-15
229675969,17-17
229675969,18-18
229675969,19-19
229675969,20-20
229675969,23-23
229676321,73-73
229676321,74-74
229676321,75-75
229676321,76-76
229676321,77-77
229676401,73-73
229676401,75-75
229676401,77-77
229676401,74-74
229676401,76-76
229679814,37-37
229679814,10-10
229683574,26-26
229683574,24-24
229683574,22-22
229683574,21-21
229683574,20-20
229683574,19-19
229683574,15-15
229683574,14-14
229683574,40-40
229683574,47-47
229683574,48-48
229683574,49-49
229683574,50-50
229683574,51-51
229683574,55-55
229683574,53-53
229683574,52-52
229683574,56-56
229683574,57-57
229683574,60-60
229683574,76-76
229683574,73-73
229683574,59-59
229683574,54-54
229683574,41-41
229683574,16-16
229683574,17-17
229683574,18-18
229683574,23-23
229683574,75-75
229683574,58-58
229683574,77-77
229683574,74-74
229684139,26-26
229684139,25-25
229684139,24-24
229684139,23-23
229684139,17-17
229684139,14-14
229684139,41-41
229684139,47-47
229684139,48-48
229684139,49-49
229684139,55-55
229684139,77-77
229684139,73-73
229684139,56-56
229684139,53-53
229684139,54-54
229684139,51-51
229684139,50-50
229684139,40-40
229684139,16-16
229684139,18-18
229684139,20-20
229684139,59-59
229687624,26-26
229687624,24-24
229687624,23-23
229687624,22-22
229687624,21-21
229687624,20-20
229687624,19-19
229687624,18-18
229687624,17-17
229687624,16-16
229687624,15-15
229687624,14-14
229687624,40-40
229687624,41-41
229687624,47-47
229687624,48-48
229687624,49-49
229687624,50-50
229687624,51-51
229687624,55-55
229687624,54-54
229687624,53-53
229687624,52-52
229687624,56-56
229687624,57-57
229687624,58-58
229687624,59-59
229687624,60-60
229687624,73-73
229687624,74-74
229687624,75-75
229687624,76-76
229687624,77-77
229687631,23-23
229687631,22-22
229687631,15-15
229687631,41-41
229687631,47-47
229687631,48-48
229687631,49-49
229687631,50-50
229687631,55-55
229687631,53-53
229687631,52-52
229687631,59-59
229687631,60-60
229687631,75-75
229687631,77-77
229687631,73-73
229687631,56-56
229687631,54-54
229687631,51-51
229687631,40-40
229687631,14-14
229687631,16-16
229687631,17-17
229687631,18-18
229687631,19-19
229687631,20-20
229687631,21-21
229687631,24-24
229687631,26-26
229687631,76-76
