tic_id,sector_run
185223400,9-9
185223400,36-36
185223400,46-46
185223400,72-72
185223400,63-63
185223458,9-9
185223458,36-36
185223458,46-46
185223458,72-72
185223458,63-63
185226925,56-56
185226925,76-76
185226925,75-75
185230850,14-14
185230850,41-41
185230850,54-54
185230850,75-75
185230850,76-76
185230850,15-15
185236439,15-15
185236439,41-41
185236439,55-55
185236439,54-54
185236439,56-56
185240200,9-9
185240200,36-36
185240200,72-72
185240200,63-63
185240200,46-46
185240401,9-9
185240401,36-36
185240401,46-46
185240401,72-72
185240401,63-63
185244406,9-9
185244406,36-36
185244406,46-46
185244406,72-72
185244406,63-63
185247277,9-9
185247277,36-36
185247277,46-46
185247277,72-72
185247277,63-63
185259409,9-9
185259409,36-36
185259409,46-46
185259409,63-63
185259409,72-72
185259483,9-9
185259483,36-36
185259483,72-72
185259483,46-46
185259485,9-9
185259485,36-36
185259485,46-46
185259485,72-72
185282606,51-51
185336364,15-15
185336364,14-14
185336364,41-41
185336364,55-55
185336364,54-54
185345730,41-41
185345730,55-55
185345730,54-54
185403173,14-14
185403173,41-41
185403173,56-56
185403173,76-76
185403173,15-15
185403173,75-75
185412553,35-35
185412553,62-62
185412553,61-61
185449812,15-15
185449812,14-14
185449812,41-41
185449812,55-55
185449812,54-54
185466734,11-11
185466734,38-38
185466937,11-11
185466937,38-38
185466937,65-65
185574842,34-34
185574842,8-8
185574842,35-35
185574842,61-61
185574842,62-62
185681681,11-11
185681681,38-38
185681681,65-65
185681682,65-65
185681682,38-38
185755862,8-8
185755862,35-35
185755862,61-61
185755862,62-62
185805011,8-8
185805011,62-62
185805011,61-61
185841818,15-15
185841818,14-14
185841818,41-41
185841818,55-55
185841818,54-54
185841818,76-76
185841818,75-75
185841818,56-56
185850907,11-11
185850907,38-38
185978221,8-8
185978221,35-35
185978221,62-62
185978221,61-61
185980914,8-8
185980914,35-35
185980914,61-61
185980914,62-62
185990348,41-41
185990348,55-55
186000935,15-15
186000935,14-14
186000935,41-41
186000935,54-54
186000935,56-56
186000935,75-75
186008880,35-35
186008880,61-61
186008880,62-62
186062605,8-8
186062605,35-35
186062605,61-61
186062605,62-62
186072076,11-11
186072076,38-38
186085740,11-11
186085740,38-38
186085740,65-65
186137970,15-15
186137970,14-14
186137970,41-41
186137970,55-55
186137970,75-75
186137970,76-76
186137970,56-56
186140871,41-41
186140871,55-55
186140871,75-75
186140871,76-76
186140871,56-56
186185992,15-15
186185992,14-14
186185992,41-41
186223489,8-8
186291640,57-57
186291640,17-17
186292194,17-17
186292194,57-57
186302615,17-17
186302615,57-57
186400004,57-57
186400004,17-17
186449172,57-57
186449172,17-17
186452465,17-17
186452465,57-57
186459119,61-61
186459119,62-62
186470510,62-62
186470510,61-61
186470968,61-61
186470968,62-62
186471748,38-38
186476457,38-38
186476457,65-65
186481730,57-57
186481730,17-17
186514178,17-17
186536030,17-17
186541435,61-61
186541435,62-62
186544053,8-8
186544053,35-35
186544053,61-61
186544053,62-62
186547153,35-35
186547153,61-61
186547153,62-62
186595806,18-18
186595806,58-58
186599508,18-18
186599508,58-58
186612295,8-8
186612295,35-35
186614891,58-58
186665322,18-18
186665322,58-58
186690445,38-38
186712671,8-8
186712671,35-35
186714398,18-18
186714398,58-58
186714799,58-58
186757477,62-62
186757477,61-61
186777643,8-8
186777643,35-35
186777643,61-61
186777643,62-62
186779497,8-8
186779497,35-35
186779602,8-8
186779602,35-35
186811769,18-18
186811769,58-58
186812530,34-34
186812530,7-7
186812530,44-44
186812530,45-45
186812530,46-46
186812530,72-72
186812530,71-71
186814739,44-44
186814739,46-46
186814739,45-45
186815660,71-71
186815660,72-72
186817940,34-34
186817940,7-7
186817940,44-44
186817940,46-46
186817940,71-71
186817940,72-72
186817940,45-45
186853940,57-57
186896477,38-38
186902199,38-38
186936449,8-8
186936449,35-35
186936449,62-62
186942457,18-18
186942457,58-58
186943919,18-18
186943919,58-58
186968081,18-18
186968081,58-58
187043191,59-59
187115233,59-59
187176045,59-59
187180028,59-59
187203061,59-59
187203061,73-73
187254179,19-19
187255124,19-19
187255124,59-59
187255124,73-73
187256022,59-59
187256022,73-73
187261476,59-59
187261476,73-73
187262592,59-59
187316023,51-51
187333348,54-54
187344236,51-51
187344482,51-51
187345427,51-51
187349838,51-51
187351808,51-51
187351945,51-51
187379055,51-51
187381488,19-19
187381488,73-73
187381488,59-59
187382803,51-51
187390410,19-19
187390410,73-73
187390410,59-59
187409658,51-51
187410244,51-51
187411330,51-51
187411511,51-51
187411636,51-51
187419910,51-51
187421845,51-51
187423116,51-51
187423650,51-51
187477819,11-11
187477819,38-38
187477819,65-65
187495507,59-59
187522975,34-34
187522975,7-7
187532854,73-73
187571246,34-34
187571246,7-7
187574786,55-55
187585830,73-73
187585830,59-59
187621704,19-19
187621704,59-59
187630375,59-59
187630375,73-73
187657618,34-34
187692471,59-59
187707459,34-34
187707459,7-7
187930369,9-9
187930369,36-36
187930369,63-63
187936071,56-56
187936071,75-75
187936071,76-76
187942715,14-14
187942715,41-41
187942715,55-55
187942715,56-56
187942715,75-75
187942715,76-76
187970011,63-63
187970011,36-36
187999414,36-36
187999414,63-63
188001223,75-75
188001223,76-76
188032971,9-9
188032971,36-36
188042783,9-9
188042783,63-63
188042783,36-36
188199501,15-15
188199501,14-14
188199501,41-41
188199501,55-55
188199501,56-56
188199501,75-75
188199501,76-76
188241305,9-9
188241305,36-36
188250819,51-51
188270853,51-51
188271296,51-51
188272014,51-51
188272443,51-51
188289434,51-51
188290149,51-51
188293989,51-51
188296573,51-51
188315689,51-51
188316919,51-51
188317160,51-51
188318322,51-51
188319022,51-51
188335742,51-51
188335991,51-51
188339627,51-51
188375776,47-47
188378024,47-47
188378764,47-47
188389513,47-47
188397025,21-21
188397025,47-47
188461829,47-47
188461829,21-21
188464673,21-21
188464673,47-47
188464850,47-47
188500604,42-42
188509935,42-42
188512428,21-21
188512428,48-48
188512866,48-48
188512866,21-21
188512873,48-48
188512873,21-21
188528565,76-76
188528565,75-75
188529561,42-42
188530480,42-42
188530480,70-70
188530712,42-42
188530712,70-70
188540681,24-24
188542544,42-42
188542544,70-70
188550092,41-41
188550092,55-55
188550092,56-56
188550092,75-75
188550092,76-76
188555575,41-41
188555575,55-55
188564506,24-24
188564506,51-51
188568573,42-42
188570092,2-2
188570092,42-42
188573066,29-29
188573066,2-2
188573066,69-69
188573066,70-70
188577245,25-25
188577245,24-24
188577245,51-51
188579557,29-29
188579557,2-2
188579557,69-69
188579557,42-42
188579557,70-70
188581748,51-51
188585395,42-42
188585395,70-70
188589164,25-25
188589164,24-24
188590080,25-25
188590080,24-24
188590080,51-51
188590685,25-25
188590685,24-24
188590685,51-51
188592133,25-25
188592133,24-24
188592133,51-51
188593930,29-29
188593930,2-2
188593930,42-42
188593930,69-69
188593930,70-70
188594234,29-29
188595488,25-25
188595488,24-24
188595488,51-51
188598127,29-29
188598127,2-2
188598127,42-42
188598127,69-69
188598127,70-70
188600399,26-26
188600399,24-24
188600399,40-40
188600399,51-51
188600399,53-53
188600399,52-52
188600399,57-57
188619247,29-29
188619247,2-2
188619247,42-42
188619247,69-69
188619247,70-70
188620130,29-29
188620130,42-42
188620130,70-70
188620130,2-2
188622248,29-29
188622248,2-2
188622248,69-69
188622248,70-70
188622248,42-42
188626156,29-29
188626156,2-2
188626156,42-42
188626156,69-69
188626156,70-70
188626183,29-29
188626183,2-2
188626183,42-42
188626183,69-69
188626183,70-70
188629336,29-29
188629336,2-2
188629336,42-42
188629336,70-70
188630094,29-29
188630094,2-2
188630094,42-42
188630094,69-69
188630094,70-70
188632557,26-26
188632557,24-24
188635466,26-26
188635466,25-25
188635466,40-40
188635466,51-51
188635466,53-53
188635466,52-52
188637088,28-28
188637088,68-68
188646744,15-15
188646744,41-41
188646744,55-55
188646744,56-56
188646744,75-75
188753056,11-11
188753056,38-38
188753056,65-65
188766090,26-26
188766090,25-25
188766090,40-40
188766090,51-51
188766090,53-53
188766090,24-24
188766385,26-26
188766385,25-25
188766385,24-24
188766385,40-40
188766385,51-51
188766385,53-53
188766385,57-57
188768068,26-26
188768068,25-25
188768068,24-24
188768068,20-20
188768068,17-17
188768068,40-40
188768068,47-47
188768068,50-50
188768068,51-51
188768068,54-54
188768068,53-53
188768068,57-57
188768068,60-60
188768068,74-74
188768068,77-77
188770956,26-26
188770956,25-25
188770956,24-24
188770956,40-40
188770956,51-51
188770956,53-53
188771372,26-26
188771372,25-25
188771372,24-24
188771372,17-17
188771372,40-40
188771372,47-47
188771372,51-51
188771372,53-53
188771372,74-74
188771372,60-60
188771372,57-57
188777430,26-26
188777430,25-25
188777430,24-24
188777430,40-40
188777430,47-47
188777430,51-51
188777430,54-54
188777430,53-53
188777430,57-57
188777430,60-60
188777432,26-26
188777432,24-24
188777432,40-40
188777432,47-47
188777432,50-50
188777432,51-51
188777432,54-54
188777432,53-53
188777432,60-60
188777432,17-17
188777432,25-25
188777432,74-74
188777432,57-57
188777507,17-17
188777507,40-40
188777507,47-47
188777507,54-54
188777507,53-53
188777507,57-57
188777507,60-60
188777507,51-51
188777507,74-74
188800346,75-75
188800346,76-76
188816152,26-26
188816152,20-20
188816152,40-40
188816152,47-47
188816152,50-50
188816152,51-51
188816152,53-53
188816152,60-60
188816152,77-77
188816152,54-54
188816152,17-17
188816152,24-24
188816152,25-25
188816152,74-74
188816152,58-58
188816152,57-57
188816156,26-26
188816156,25-25
188816156,24-24
188816156,17-17
188816156,40-40
188816156,47-47
188816156,50-50
188816156,51-51
188816156,53-53
188816156,57-57
188816156,60-60
188816156,74-74
188816156,77-77
188816156,58-58
188816156,52-52
188816156,54-54
188818123,26-26
188818123,25-25
188818123,24-24
188818123,40-40
188818123,51-51
188818123,53-53
188818123,52-52
188819111,26-26
188819111,25-25
188819111,24-24
188819111,17-17
188819111,40-40
188819111,51-51
188819111,54-54
188819111,53-53
188819111,52-52
188819111,57-57
188819111,74-74
188819782,26-26
188819782,25-25
188819782,24-24
188819782,20-20
188819782,17-17
188819782,40-40
188819782,47-47
188819782,50-50
188819782,51-51
188819782,54-54
188819782,53-53
188819782,52-52
188819782,57-57
188819782,58-58
188819782,60-60
188819782,77-77
188819782,74-74
188833961,26-26
188833961,25-25
188833961,24-24
188833961,21-21
188833961,20-20
188833961,17-17
188833961,14-14
188833961,40-40
188833961,41-41
188833961,47-47
188833961,50-50
188833961,54-54
188833961,53-53
188833961,52-52
188833961,59-59
188833961,73-73
188833961,74-74
188833961,77-77
188833961,60-60
188833961,58-58
188833961,57-57
188833961,51-51
188833961,23-23
188834322,26-26
188834322,25-25
188834322,24-24
188834322,40-40
188834322,51-51
188834322,53-53
188834322,74-74
188834322,52-52
188835620,26-26
188835620,25-25
188835620,24-24
188835620,17-17
188835620,14-14
188835620,40-40
188835620,54-54
188835620,52-52
188835620,58-58
188835620,60-60
188835620,53-53
188835620,51-51
188835620,47-47
188835620,74-74
188835620,57-57
188865842,65-65
188876052,56-56
188878355,56-56
188878370,56-56
188926369,66-66
188967294,56-56
188969240,5-5
188969240,32-32
188989112,32-32
188989112,5-5
188989177,32-32
188989177,5-5
189012795,32-32
189013224,5-5
189013224,32-32
189013718,5-5
189013718,32-32
189045636,15-15
189045636,41-41
189045636,55-55
189045636,56-56
189045636,76-76
189062660,8-8
189062660,35-35
189062660,62-62
189084771,12-12
189084771,65-65
189115275,41-41
189182069,12-12
189182069,39-39
189182069,66-66
189225223,62-62
189269584,62-62
189315950,12-12
189315950,38-38
189315950,65-65
189315969,38-38
189322727,76-76
189345006,8-8
189345006,62-62
189349514,9-9
189349514,62-62
189359797,17-17
189360111,17-17
189388619,62-62
189397763,17-17
189397763,58-58
189414606,17-17
189430890,12-12
189430890,38-38
189430890,65-65
189438932,58-58
189443737,8-8
189443737,35-35
189443737,62-62
189468998,58-58
189476500,8-8
189476500,9-9
189476500,35-35
189479916,8-8
189479916,9-9
189479916,35-35
189479916,62-62
189561605,38-38
189561605,65-65
189565461,8-8
189565557,8-8
189565557,9-9
189565557,35-35
189565557,62-62
189573904,17-17
189581684,17-17
189581684,58-58
189589023,8-8
189589023,9-9
189589023,35-35
189617334,9-9
189617334,35-35
189617334,62-62
189617334,8-8
189620016,8-8
189620016,35-35
189620016,62-62
189625051,35-35
189625051,62-62
189639080,8-8
189639080,9-9
189639080,35-35
189639080,62-62
189670720,17-17
189672636,18-18
189672636,17-17
189672636,58-58
189679711,17-17
189679711,58-58
189714989,17-17
189719361,20-20
189719361,60-60
189719361,73-73
189784898,11-11
189784898,12-12
189784898,38-38
189793315,51-51
189814368,20-20
189814368,73-73
189814368,60-60
189852832,73-73
189931058,38-38
189962516,60-60
190081497,8-8
190081497,35-35
190081497,61-61
190081497,62-62
190122499,62-62
190136017,20-20
190136017,60-60
190136017,73-73
190148055,65-65
190155452,8-8
190155452,9-9
190155452,62-62
190180797,60-60
190180797,73-73
190250274,20-20
190250274,60-60
190250274,73-73
190250689,60-60
190250689,73-73
190257497,8-8
190257497,9-9
190257497,62-62
190271688,11-11
190271688,65-65
190271688,38-38
190332444,73-73
190332444,60-60
190332444,20-20
190351686,60-60
190351686,20-20
190372855,12-12
190372855,39-39
190372855,65-65
190479710,76-76
190479710,56-56
190496853,8-8
190496853,9-9
190496853,35-35
190496853,62-62
190504282,66-66
190519443,66-66
190519662,39-39
190519662,66-66
190519662,12-12
190596812,35-35
190618147,16-16
190618147,15-15
190618147,56-56
190618147,76-76
190630888,12-12
190630888,65-65
190645022,8-8
190645022,9-9
190645022,62-62
190650849,8-8
190650849,9-9
190650849,35-35
190650849,62-62
190660296,16-16
190660296,15-15
190660296,56-56
190693377,15-15
190693377,16-16
190696047,16-16
190696047,15-15
190696047,56-56
190696047,76-76
190721237,35-35
190721237,62-62
190734021,16-16
190734021,15-15
190734021,76-76
190734021,56-56
190736332,16-16
190736332,56-56
190736332,15-15
190743990,16-16
190743990,15-15
190743990,56-56
190743990,76-76
190822775,76-76
190863171,12-12
190885165,15-15
190885165,76-76
190885165,56-56
190885165,16-16
190894941,8-8
190894941,9-9
190894941,35-35
190894967,8-8
190894967,9-9
190894967,35-35
190895730,35-35
190899664,35-35
190969691,17-17
190969691,57-57
190971460,17-17
190971460,57-57
190986054,8-8
190986054,9-9
190986054,62-62
190990336,9-9
190990336,35-35
190990336,62-62
190998418,17-17
190998418,57-57
191021183,35-35
191021183,62-62
191134950,57-57
191142098,17-17
191142098,57-57
191142322,57-57
191143239,57-57
191202679,57-57
191221080,39-39
191224800,57-57
191231357,17-17
191231357,57-57
191234270,8-8
191234270,62-62
191275388,8-8
191275388,9-9
191275388,35-35
191275388,62-62
191284318,17-17
191284318,57-57
191327580,38-38
191371052,57-57
191413863,17-17
191413863,57-57
191430151,12-12
191430151,39-39
191430151,66-66
191460663,17-17
191460663,57-57
191463077,17-17
191463077,57-57
191477613,39-39
191496430,62-62
191538746,8-8
191538746,9-9
191538746,35-35
191625825,12-12
191625825,39-39
191632569,57-57
191632569,17-17
191671884,62-62
191672086,8-8
191672086,9-9
191672086,35-35
191677002,8-8
191677002,9-9
191677002,35-35
191691348,12-12
191694822,39-39
191702922,58-58
191703558,17-17
191703558,58-58
191703558,18-18
191746706,8-8
191769621,17-17
191769621,58-58
191780450,35-35
191817211,11-11
191817211,12-12
191817211,38-38
191926695,8-8
191926695,62-62
191928543,35-35
191928543,62-62
191933664,20-20
191933664,60-60
191933664,73-73
191951868,8-8
191951868,9-9
191951868,35-35
191951868,36-36
191951868,62-62
191965113,60-60
191965113,73-73
191965113,20-20
191992218,20-20
191992218,73-73
191992218,60-60
191998744,73-73
192003741,62-62
192014454,47-47
192014454,20-20
192071095,47-47
192071095,60-60
192071095,20-20
192076548,8-8
192076548,9-9
192076548,35-35
192087959,8-8
192087959,9-9
192087959,35-35
192087959,62-62
192111972,47-47
192111972,20-20
192167317,8-8
192167317,9-9
192201543,20-20
192201543,47-47
192251440,18-18
192251440,58-58
192259856,62-62
192264201,8-8
192264201,9-9
192264201,35-35
192372961,18-18
192372961,58-58
192415411,18-18
192415411,58-58
192516518,8-8
192516518,9-9
192516518,35-35
192520375,62-62
192539576,62-62
192543856,9-9
192543856,35-35
192543856,62-62
192561568,9-9
192561568,35-35
192561568,36-36
192561568,62-62
192562305,9-9
192562305,35-35
192562305,36-36
192587088,18-18
192587088,58-58
192652070,18-18
192654766,51-51
192659023,51-51
192683994,51-51
192715729,51-51
192715762,51-51
192725025,51-51
192726493,51-51
192726764,51-51
192727223,51-51
192728555,51-51
192728834,51-51
192729737,51-51
192729906,51-51
192730231,51-51
192732454,58-58
192732454,18-18
192744864,51-51
192744903,51-51
192745310,51-51
192745373,51-51
192745451,51-51
192770009,51-51
192770032,51-51
192771852,51-51
192790476,5-5
192790476,6-6
192790476,32-32
192790476,33-33
192793153,18-18
192793153,58-58
192826603,5-5
192826603,6-6
192826603,32-32
192826603,33-33
192831602,5-5
192831602,6-6
192831602,32-32
192831602,33-33
192833836,5-5
192833836,6-6
192833836,32-32
192833836,33-33
192841831,18-18
192841831,58-58
192848409,5-5
192848409,6-6
192848409,32-32
192849961,6-6
192849961,33-33
192849961,5-5
192849961,32-32
192878624,58-58
192881935,58-58
192881935,18-18
192928030,5-5
192928030,6-6
192928030,32-32
192928030,33-33
192932518,9-9
192932518,35-35
192932518,36-36
192932518,62-62
192939152,20-20
192939152,47-47
192939152,60-60
192942178,9-9
192942178,36-36
192942178,62-62
192976435,62-62
192976435,63-63
192982424,45-45
192982424,72-72
192982424,46-46
192986433,9-9
192986433,35-35
192986433,36-36
192986433,62-62
192988021,9-9
192988021,35-35
192988021,36-36
192988021,62-62
192990023,36-36
192990023,63-63
192990023,9-9
192990023,62-62
192991819,36-36
192991819,62-62
192991819,63-63
193018965,72-72
193068556,9-9
193068556,36-36
193070745,9-9
193070745,36-36
193070745,63-63
193070745,62-62
193092806,9-9
193092806,36-36
193092806,63-63
193092806,62-62
193099601,41-41
193099601,55-55
193099601,76-76
193099601,75-75
193099601,56-56
193101326,41-41
193101326,55-55
193131593,9-9
193131593,36-36
193131593,63-63
193131593,62-62
193136643,9-9
193136643,36-36
193136669,9-9
193136669,36-36
193136669,63-63
193136669,62-62
193149390,11-11
193149390,65-65
193191633,36-36
193193648,36-36
193193648,9-9
193193648,62-62
193220940,9-9
193220940,36-36
193220940,62-62
193271278,9-9
193271278,36-36
193271278,63-63
193274465,9-9
193274465,36-36
193274465,63-63
193274465,62-62
193287955,15-15
193287955,14-14
193287955,41-41
193287955,55-55
193336820,14-14
193336820,41-41
193336820,55-55
193336820,56-56
193336820,75-75
193336820,76-76
193336820,15-15
193391232,15-15
193391232,14-14
193391232,41-41
193391232,55-55
193391232,56-56
193391232,76-76
193391232,75-75
193413306,11-11
193413306,12-12
193413306,38-38
193427027,12-12
193427027,39-39
193431686,39-39
193431686,66-66
193431686,12-12
193480163,15-15
193480163,14-14
193480163,41-41
193480163,55-55
193482096,55-55
193482096,56-56
193482096,76-76
193482096,75-75
193515431,25-25
193515431,24-24
193515431,77-77
193515431,52-52
193515431,51-51
193515431,50-50
193537392,15-15
193537392,14-14
193537392,41-41
193537392,55-55
193537392,56-56
193537392,75-75
193537392,76-76
193538686,15-15
193538686,41-41
193538686,55-55
193538686,75-75
193538686,76-76
193538686,56-56
193545440,15-15
193545440,41-41
193545440,55-55
193545440,75-75
193545440,76-76
193545440,56-56
193545446,14-14
193545446,41-41
193545446,55-55
193545446,56-56
193545446,75-75
193545446,15-15
193545446,76-76
193553960,25-25
193553960,24-24
193553960,51-51
193553960,52-52
193556520,52-52
193556520,77-77
193556520,51-51
193556520,50-50
193558725,25-25
193558725,24-24
193558725,50-50
193558725,52-52
193558725,77-77
193558729,25-25
193558729,24-24
193558729,52-52
193558729,77-77
193558729,50-50
193558733,25-25
193558733,77-77
193558733,52-52
193558733,50-50
193558733,24-24
193559258,15-15
193559258,75-75
193559258,76-76
193559258,56-56
193578361,26-26
193578361,25-25
193578361,40-40
193578361,53-53
193578361,52-52
193580427,26-26
193580427,25-25
193580427,51-51
193580427,54-54
193580427,53-53
193580427,52-52
193580427,74-74
193601021,26-26
193601021,25-25
193601021,40-40
193601021,51-51
193601021,53-53
193601021,52-52
193601021,74-74
193601021,54-54
193604411,26-26
193604411,25-25
193604411,40-40
193604411,53-53
193604411,52-52
193607219,26-26
193607219,25-25
193607219,40-40
193607219,54-54
193607219,53-53
193607219,74-74
193607219,52-52
193624940,26-26
193624940,25-25
193627658,26-26
193627658,25-25
193627658,40-40
193627658,53-53
193627658,74-74
193627658,52-52
193628179,26-26
193628179,25-25
193628179,40-40
193628179,54-54
193628179,53-53
193628179,52-52
193628179,74-74
193634953,74-74
193635719,26-26
193635719,25-25
193635719,40-40
193635719,53-53
193635719,52-52
193635719,54-54
193635719,74-74
193641523,11-11
193641523,12-12
193641523,38-38
193641523,65-65
193680874,25-25
193680874,54-54
193680874,53-53
193680874,52-52
193680874,26-26
193680874,51-51
193708920,55-55
193728983,26-26
193728983,25-25
193728983,40-40
193728983,53-53
193728983,52-52
193728983,74-74
193728983,54-54
193728985,26-26
193728985,25-25
193728985,40-40
193728985,54-54
193728985,53-53
193728985,52-52
193728985,74-74
193754373,41-41
193754373,55-55
193754373,56-56
193754373,75-75
193754373,76-76
193759514,15-15
193759514,14-14
193759514,41-41
193759514,55-55
193759514,56-56
193765661,75-75
193765661,76-76
193765661,56-56
193770329,26-26
193770329,25-25
193770329,74-74
193773468,54-54
193773468,52-52
193773468,74-74
193773468,53-53
193774939,26-26
193774939,25-25
193774939,40-40
193774939,53-53
193774939,52-52
193774939,74-74
193782529,66-66
193800883,41-41
193800883,55-55
193800883,76-76
193800883,75-75
193800883,56-56
193819456,26-26
193819456,25-25
193821046,26-26
193821046,40-40
193821046,54-54
193821046,52-52
193821046,25-25
193821046,53-53
193822785,26-26
193822785,25-25
193822785,54-54
193822785,53-53
193822785,52-52
193822785,74-74
193822785,40-40
193823999,26-26
193823999,25-25
193823999,40-40
193823999,54-54
193823999,53-53
193823999,52-52
193823999,74-74
193830167,25-25
193830167,40-40
193830167,53-53
193830167,52-52
193830167,74-74
193831684,13-13
193831684,39-39
193831684,66-66
193867475,26-26
193867475,14-14
193867475,40-40
193867475,53-53
193867475,52-52
193867475,25-25
193867475,54-54
193867475,74-74
193869952,26-26
193869952,25-25
193869952,40-40
193869952,54-54
193869952,53-53
193869952,52-52
193869952,74-74
193878729,40-40
193878729,54-54
193878729,53-53
193878729,52-52
193886356,25-25
193886356,14-14
193886356,40-40
193886356,54-54
193886356,53-53
193886356,52-52
193886356,74-74
193895999,15-15
193895999,14-14
193895999,41-41
193895999,55-55
193895999,56-56
193895999,75-75
193895999,76-76
193948188,24-24
193948188,23-23
193948188,16-16
193948188,51-51
193948188,77-77
193948188,76-76
193948188,50-50
193971913,24-24
193971913,23-23
193971913,22-22
193971913,16-16
193971913,49-49
193971913,51-51
193971913,77-77
193971913,76-76
193971913,50-50
193979250,75-75
193979250,76-76
193993798,49-49
193993798,77-77
193993801,24-24
193993801,23-23
193993801,16-16
193993801,49-49
193993801,51-51
193993801,77-77
193993801,76-76
193993801,50-50
193994472,24-24
193994472,23-23
193994472,77-77
193994472,51-51
193994472,50-50
194025647,13-13
194025647,39-39
194028403,39-39
194028505,39-39
194036297,13-13
194041904,41-41
194041904,55-55
194068560,55-55
194068560,75-75
194076601,15-15
194076601,14-14
194076601,41-41
194076601,55-55
194076601,75-75
194132691,15-15
194132691,14-14
194132691,41-41
194132691,55-55
194132691,56-56
194132691,75-75
194132691,76-76
194177942,13-13
194177942,39-39
194177942,66-66
194231951,57-57
194303300,17-17
194303300,57-57
194327926,17-17
194327926,57-57
194342588,13-13
194353171,17-17
194353171,57-57
194436160,17-17
194436160,57-57
194493084,13-13
194493084,39-39
194519033,41-41
194519033,55-55
194568271,55-55
194568271,76-76
194568271,75-75
194614397,58-58
194617943,58-58
194617943,18-18
194677512,41-41
194677512,55-55
194677512,75-75
194677512,76-76
194679333,56-56
194679333,75-75
194679333,76-76
194681539,15-15
194681539,41-41
194681539,55-55
194681539,75-75
194681539,76-76
194681539,56-56
194722050,13-13
194722050,39-39
194722050,66-66
194736418,18-18
194736418,58-58
194736844,18-18
194736844,58-58
194744695,12-12
194744695,39-39
194744695,66-66
194778540,58-58
194795551,66-66
194819467,12-12
194854321,58-58
194854321,18-18
194855412,58-58
194861253,43-43
194861253,44-44
194861253,45-45
194861253,71-71
194861253,72-72
194872493,13-13
194930658,13-13
194936668,72-72
194936668,71-71
194943208,43-43
194943208,44-44
194943208,45-45
194943208,72-72
194943208,71-71
194961978,38-38
195001270,55-55
195053925,72-72
195053931,71-71
195053931,72-72
195054268,72-72
195093356,75-75
195124621,43-43
195124621,45-45
195124621,71-71
195124621,72-72
195124621,44-44
195134626,55-55
195134626,75-75
195138528,41-41
195138528,55-55
195138528,75-75
195138528,76-76
195138528,56-56
195155818,71-71
195155818,72-72
195158610,43-43
195158610,44-44
195158610,45-45
195158610,71-71
195158610,72-72
195162093,44-44
195162093,45-45
195162093,46-46
195162093,72-72
195165333,39-39
195165333,66-66
195176960,39-39
195183319,45-45
195183319,46-46
195184047,44-44
195184047,45-45
195184047,46-46
195184047,71-71
195184047,72-72
195184188,44-44
195184188,45-45
195184188,46-46
195184188,72-72
195184329,44-44
195184329,45-45
195184329,46-46
195184330,44-44
195184330,45-45
195184330,46-46
195188536,44-44
195188536,45-45
195188536,46-46
195188667,44-44
195188667,45-45
195188667,46-46
195189401,44-44
195189401,45-45
195189401,46-46
195189665,44-44
195189665,45-45
195189665,46-46
195189665,71-71
195189665,72-72
195189828,45-45
195189828,71-71
195189828,72-72
195189828,46-46
195192253,72-72
195192452,44-44
195192452,45-45
195192452,46-46
195192452,72-72
195193329,44-44
195193329,45-45
195193329,46-46
195193329,72-72
195199644,55-55
195199644,56-56
195199644,75-75
195199644,76-76
195215030,46-46
195215030,72-72
195215030,45-45
195256633,65-65
195383541,15-15
195383541,41-41
195383541,55-55
195422004,41-41
195422004,55-55
195422004,56-56
195549306,15-15
195549306,41-41
195549306,55-55
195549306,75-75
195549306,76-76
195549306,56-56
195605834,15-15
195605834,41-41
195605834,55-55
195606729,75-75
195606729,76-76
195750008,55-55
195750008,75-75
195800459,41-41
195800459,55-55
195800459,75-75
195800459,76-76
195800459,56-56
196023401,55-55
196066560,15-15
196066560,55-55
196066560,75-75
196066560,76-76
196220336,15-15
196220336,55-55
196220336,56-56
196270829,55-55
196270829,56-56
196273967,15-15
196286587,34-34
196286587,7-7
196286587,8-8
196286587,61-61
196352977,58-58
196372628,12-12
196372628,39-39
196372628,66-66
196433833,57-57
196433833,17-17
196595710,58-58
196665257,34-34
196665257,8-8
196665257,35-35
196665257,61-61
196665257,62-62
196672210,17-17
196740034,17-17
196740034,58-58
196776171,17-17
196776171,58-58
196777320,17-17
196777320,58-58
196778101,18-18
196778101,17-17
196778101,58-58
196795299,13-13
196795299,66-66
196873483,39-39
196873483,66-66
196896001,17-17
196896001,58-58
196902810,13-13
196902810,66-66
196907008,66-66
196920546,18-18
196920546,17-17
196920546,58-58
196954401,13-13
196954401,66-66
196969668,13-13
196993683,66-66
197022837,54-54
197038401,20-20
197038401,73-73
197038401,60-60
197039766,20-20
197039766,73-73
197057992,13-13
197057992,66-66
197118684,20-20
197118684,73-73
197118684,60-60
197124522,47-47
197124522,60-60
197180716,60-60
197183006,20-20
197183006,60-60
197183006,47-47
197184239,20-20
197184239,47-47
197184239,60-60
197214812,44-44
197214812,46-46
197214812,45-45
197214814,44-44
197214814,45-45
197214814,46-46
197216087,72-72
197217727,44-44
197217727,46-46
197217727,45-45
197217877,44-44
197217877,46-46
197217877,72-72
197217877,45-45
197218183,44-44
197218183,45-45
197218183,46-46
